country1,country2,field,year,num_articles,complete
France,Spain,Chip design and fabrication,2016,85,True
France,Spain,Chip design and fabrication,2015,69,True
France,Spain,Chip design and fabrication,2019,77,True
France,Spain,Chip design and fabrication,2025,30,False
France,Spain,Chip design and fabrication,2024,66,False
France,Spain,Chip design and fabrication,2022,55,True
France,Spain,Chip design and fabrication,2021,79,True
France,Spain,Chip design and fabrication,2023,87,True
France,Spain,Chip design and fabrication,2018,80,True
France,Spain,Chip design and fabrication,2017,78,True
Germany,Spain,Chip design and fabrication,2023,82,True
Germany,Spain,Chip design and fabrication,2019,97,True
Germany,Spain,Chip design and fabrication,2025,39,False
Germany,Spain,Chip design and fabrication,2022,85,True
Germany,Spain,Chip design and fabrication,2017,62,True
Germany,Spain,Chip design and fabrication,2021,105,True
Germany,Spain,Chip design and fabrication,2020,93,True
Germany,Spain,Chip design and fabrication,2024,73,False
Germany,Spain,Chip design and fabrication,2016,67,True
Germany,Spain,Chip design and fabrication,2018,98,True
Germany,Spain,Chip design and fabrication,2015,62,True
Greece,Spain,Chip design and fabrication,2021,28,True
Italy,Spain,Chip design and fabrication,2022,70,True
Italy,Spain,Chip design and fabrication,2025,28,False
Italy,Spain,Chip design and fabrication,2023,67,True
Italy,Spain,Chip design and fabrication,2020,69,True
Italy,Spain,Chip design and fabrication,2018,49,True
Italy,Spain,Chip design and fabrication,2015,39,True
Italy,Spain,Chip design and fabrication,2019,61,True
Italy,Spain,Chip design and fabrication,2016,51,True
Italy,Spain,Chip design and fabrication,2024,58,False
Italy,Spain,Chip design and fabrication,2021,63,True
Italy,Spain,Chip design and fabrication,2017,49,True
Mexico,Spain,Chip design and fabrication,2020,25,True
Netherlands,Spain,Chip design and fabrication,2020,27,True
Netherlands,Spain,Chip design and fabrication,2024,36,False
Netherlands,Spain,Chip design and fabrication,2021,28,True
Netherlands,Spain,Chip design and fabrication,2022,34,True
Netherlands,Spain,Chip design and fabrication,2023,42,True
Switzerland,Spain,Chip design and fabrication,2020,36,True
Switzerland,Spain,Chip design and fabrication,2023,31,True
Switzerland,Spain,Chip design and fabrication,2021,42,True
Switzerland,Spain,Chip design and fabrication,2018,29,True
Switzerland,Spain,Chip design and fabrication,2019,29,True
Switzerland,Spain,Chip design and fabrication,2024,48,False
Switzerland,Spain,Chip design and fabrication,2016,25,True
Switzerland,Spain,Chip design and fabrication,2017,27,True
Switzerland,Spain,Chip design and fabrication,2022,42,True
United Kingdom,Spain,Chip design and fabrication,2020,59,True
United Kingdom,Spain,Chip design and fabrication,2025,31,False
United Kingdom,Spain,Chip design and fabrication,2015,69,True
United Kingdom,Spain,Chip design and fabrication,2021,80,True
United Kingdom,Spain,Chip design and fabrication,2019,67,True
United Kingdom,Spain,Chip design and fabrication,2022,61,True
United Kingdom,Spain,Chip design and fabrication,2023,65,True
United Kingdom,Spain,Chip design and fabrication,2016,73,True
United Kingdom,Spain,Chip design and fabrication,2017,71,True
United Kingdom,Spain,Chip design and fabrication,2024,65,False
United Kingdom,Spain,Chip design and fabrication,2018,66,True
United States,Spain,Chip design and fabrication,2016,86,True
United States,Spain,Chip design and fabrication,2023,77,True
United States,Spain,Chip design and fabrication,2018,80,True
United States,Spain,Chip design and fabrication,2024,75,False
United States,Spain,Chip design and fabrication,2022,75,True
United States,Spain,Chip design and fabrication,2017,95,True
United States,Spain,Chip design and fabrication,2019,94,True
United States,Spain,Chip design and fabrication,2015,97,True
United States,Spain,Chip design and fabrication,2021,89,True
United States,Spain,Chip design and fabrication,2020,103,True
China,Sweden,Chip design and fabrication,2019,48,True
China,Sweden,Chip design and fabrication,2016,51,True
China,Sweden,Chip design and fabrication,2017,52,True
China,Sweden,Chip design and fabrication,2015,45,True
China,Sweden,Chip design and fabrication,2021,53,True
China,Sweden,Chip design and fabrication,2020,65,True
China,Sweden,Chip design and fabrication,2022,52,True
China,Sweden,Chip design and fabrication,2025,45,False
China,Sweden,Chip design and fabrication,2018,71,True
China,Sweden,Chip design and fabrication,2023,62,True
China,Sweden,Chip design and fabrication,2024,71,False
Germany,Sweden,Chip design and fabrication,2024,36,False
Germany,Sweden,Chip design and fabrication,2023,51,True
Germany,Sweden,Chip design and fabrication,2017,28,True
Germany,Sweden,Chip design and fabrication,2022,33,True
Germany,Sweden,Chip design and fabrication,2016,42,True
Germany,Sweden,Chip design and fabrication,2020,41,True
Germany,Sweden,Chip design and fabrication,2021,47,True
Germany,Sweden,Chip design and fabrication,2019,31,True
Germany,Sweden,Chip design and fabrication,2015,40,True
Germany,Sweden,Chip design and fabrication,2018,30,True
Italy,Sweden,Chip design and fabrication,2024,29,False
Italy,Sweden,Chip design and fabrication,2023,30,True
United Kingdom,Sweden,Chip design and fabrication,2020,28,True
United Kingdom,Sweden,Chip design and fabrication,2021,27,True
United Kingdom,Sweden,Chip design and fabrication,2024,28,False
United Kingdom,Sweden,Chip design and fabrication,2023,31,True
United States,Sweden,Chip design and fabrication,2024,53,False
United States,Sweden,Chip design and fabrication,2020,45,True
United States,Sweden,Chip design and fabrication,2019,54,True
United States,Sweden,Chip design and fabrication,2023,44,True
United States,Sweden,Chip design and fabrication,2021,47,True
United States,Sweden,Chip design and fabrication,2015,32,True
United States,Sweden,Chip design and fabrication,2018,48,True
United States,Sweden,Chip design and fabrication,2022,31,True
United States,Sweden,Chip design and fabrication,2017,52,True
United States,Sweden,Chip design and fabrication,2016,62,True
Belgium,Switzerland,Chip design and fabrication,2024,30,False
Belgium,Switzerland,Chip design and fabrication,2023,32,True
Belgium,Switzerland,Chip design and fabrication,2018,29,True
Belgium,Switzerland,Chip design and fabrication,2020,30,True
Belgium,Switzerland,Chip design and fabrication,2021,41,True
Belgium,Switzerland,Chip design and fabrication,2019,29,True
China,Switzerland,Chip design and fabrication,2022,47,True
China,Switzerland,Chip design and fabrication,2023,46,True
China,Switzerland,Chip design and fabrication,2021,37,True
China,Switzerland,Chip design and fabrication,2016,38,True
China,Switzerland,Chip design and fabrication,2024,51,False
China,Switzerland,Chip design and fabrication,2017,29,True
China,Switzerland,Chip design and fabrication,2025,31,False
China,Switzerland,Chip design and fabrication,2020,44,True
France,Switzerland,Chip design and fabrication,2018,71,True
France,Switzerland,Chip design and fabrication,2022,58,True
France,Switzerland,Chip design and fabrication,2016,73,True
France,Switzerland,Chip design and fabrication,2023,65,True
France,Switzerland,Chip design and fabrication,2024,52,False
France,Switzerland,Chip design and fabrication,2015,86,True
France,Switzerland,Chip design and fabrication,2017,66,True
France,Switzerland,Chip design and fabrication,2019,67,True
France,Switzerland,Chip design and fabrication,2021,57,True
France,Switzerland,Chip design and fabrication,2020,61,True
France,Switzerland,Chip design and fabrication,2025,29,False
Germany,Switzerland,Chip design and fabrication,2018,105,True
Germany,Switzerland,Chip design and fabrication,2020,97,True
Germany,Switzerland,Chip design and fabrication,2016,126,True
Germany,Switzerland,Chip design and fabrication,2015,100,True
Germany,Switzerland,Chip design and fabrication,2017,105,True
Germany,Switzerland,Chip design and fabrication,2021,104,True
Germany,Switzerland,Chip design and fabrication,2023,95,True
Germany,Switzerland,Chip design and fabrication,2019,94,True
Germany,Switzerland,Chip design and fabrication,2025,38,False
Germany,Switzerland,Chip design and fabrication,2024,94,False
Germany,Switzerland,Chip design and fabrication,2022,117,True
Italy,Switzerland,Chip design and fabrication,2023,106,True
Italy,Switzerland,Chip design and fabrication,2018,98,True
Italy,Switzerland,Chip design and fabrication,2017,88,True
Italy,Switzerland,Chip design and fabrication,2016,96,True
Italy,Switzerland,Chip design and fabrication,2025,49,False
Italy,Switzerland,Chip design and fabrication,2021,93,True
Italy,Switzerland,Chip design and fabrication,2015,77,True
Italy,Switzerland,Chip design and fabrication,2024,95,False
Italy,Switzerland,Chip design and fabrication,2022,98,True
Italy,Switzerland,Chip design and fabrication,2019,75,True
Italy,Switzerland,Chip design and fabrication,2020,91,True
Japan,Switzerland,Chip design and fabrication,2019,27,True
Japan,Switzerland,Chip design and fabrication,2017,25,True
Netherlands,Switzerland,Chip design and fabrication,2021,45,True
Netherlands,Switzerland,Chip design and fabrication,2016,32,True
Netherlands,Switzerland,Chip design and fabrication,2019,37,True
Netherlands,Switzerland,Chip design and fabrication,2015,30,True
Netherlands,Switzerland,Chip design and fabrication,2024,45,False
Netherlands,Switzerland,Chip design and fabrication,2017,46,True
Netherlands,Switzerland,Chip design and fabrication,2022,40,True
Netherlands,Switzerland,Chip design and fabrication,2023,48,True
Netherlands,Switzerland,Chip design and fabrication,2020,46,True
Netherlands,Switzerland,Chip design and fabrication,2018,53,True
South Korea,Switzerland,Chip design and fabrication,2023,25,True
South Korea,Switzerland,Chip design and fabrication,2022,26,True
Spain,Switzerland,Chip design and fabrication,2018,29,True
Spain,Switzerland,Chip design and fabrication,2016,25,True
Spain,Switzerland,Chip design and fabrication,2019,29,True
Spain,Switzerland,Chip design and fabrication,2024,48,False
Spain,Switzerland,Chip design and fabrication,2022,42,True
Spain,Switzerland,Chip design and fabrication,2017,27,True
Spain,Switzerland,Chip design and fabrication,2021,42,True
Spain,Switzerland,Chip design and fabrication,2023,31,True
Spain,Switzerland,Chip design and fabrication,2020,36,True
United Kingdom,Switzerland,Chip design and fabrication,2024,49,False
United Kingdom,Switzerland,Chip design and fabrication,2018,53,True
United Kingdom,Switzerland,Chip design and fabrication,2023,49,True
United Kingdom,Switzerland,Chip design and fabrication,2022,52,True
United Kingdom,Switzerland,Chip design and fabrication,2021,51,True
United Kingdom,Switzerland,Chip design and fabrication,2017,63,True
United Kingdom,Switzerland,Chip design and fabrication,2019,67,True
United Kingdom,Switzerland,Chip design and fabrication,2016,48,True
United Kingdom,Switzerland,Chip design and fabrication,2020,77,True
United Kingdom,Switzerland,Chip design and fabrication,2015,55,True
United States,Switzerland,Chip design and fabrication,2021,146,True
United States,Switzerland,Chip design and fabrication,2015,114,True
United States,Switzerland,Chip design and fabrication,2019,162,True
United States,Switzerland,Chip design and fabrication,2024,119,False
United States,Switzerland,Chip design and fabrication,2018,154,True
United States,Switzerland,Chip design and fabrication,2025,49,False
United States,Switzerland,Chip design and fabrication,2016,125,True
United States,Switzerland,Chip design and fabrication,2020,161,True
United States,Switzerland,Chip design and fabrication,2017,151,True
United States,Switzerland,Chip design and fabrication,2023,123,True
United States,Switzerland,Chip design and fabrication,2022,123,True
China,Taiwan,Chip design and fabrication,2018,160,True
China,Taiwan,Chip design and fabrication,2021,195,True
China,Taiwan,Chip design and fabrication,2020,222,True
China,Taiwan,Chip design and fabrication,2015,122,True
China,Taiwan,Chip design and fabrication,2017,149,True
China,Taiwan,Chip design and fabrication,2025,106,False
China,Taiwan,Chip design and fabrication,2022,179,True
China,Taiwan,Chip design and fabrication,2019,169,True
China,Taiwan,Chip design and fabrication,2023,179,True
China,Taiwan,Chip design and fabrication,2016,140,True
China,Taiwan,Chip design and fabrication,2024,171,False
Germany,Taiwan,Chip design and fabrication,2017,28,True
Germany,Taiwan,Chip design and fabrication,2022,48,True
Germany,Taiwan,Chip design and fabrication,2019,31,True
Germany,Taiwan,Chip design and fabrication,2020,44,True
Germany,Taiwan,Chip design and fabrication,2025,26,False
Germany,Taiwan,Chip design and fabrication,2018,34,True
Germany,Taiwan,Chip design and fabrication,2016,26,True
Germany,Taiwan,Chip design and fabrication,2023,33,True
Germany,Taiwan,Chip design and fabrication,2024,44,False
Germany,Taiwan,Chip design and fabrication,2021,56,True
India,Taiwan,Chip design and fabrication,2025,35,False
India,Taiwan,Chip design and fabrication,2023,46,True
India,Taiwan,Chip design and fabrication,2022,34,True
India,Taiwan,Chip design and fabrication,2024,59,False
India,Taiwan,Chip design and fabrication,2021,35,True
India,Taiwan,Chip design and fabrication,2020,27,True
Japan,Taiwan,Chip design and fabrication,2021,56,True
Japan,Taiwan,Chip design and fabrication,2020,56,True
Japan,Taiwan,Chip design and fabrication,2015,39,True
Japan,Taiwan,Chip design and fabrication,2016,35,True
Japan,Taiwan,Chip design and fabrication,2024,41,False
Japan,Taiwan,Chip design and fabrication,2018,45,True
Japan,Taiwan,Chip design and fabrication,2019,51,True
Japan,Taiwan,Chip design and fabrication,2025,26,False
Japan,Taiwan,Chip design and fabrication,2023,57,True
Japan,Taiwan,Chip design and fabrication,2017,37,True
Japan,Taiwan,Chip design and fabrication,2022,62,True
United States,Taiwan,Chip design and fabrication,2019,195,True
United States,Taiwan,Chip design and fabrication,2025,100,False
United States,Taiwan,Chip design and fabrication,2015,146,True
United States,Taiwan,Chip design and fabrication,2020,170,True
United States,Taiwan,Chip design and fabrication,2024,177,False
United States,Taiwan,Chip design and fabrication,2021,165,True
United States,Taiwan,Chip design and fabrication,2022,163,True
United States,Taiwan,Chip design and fabrication,2017,160,True
United States,Taiwan,Chip design and fabrication,2016,172,True
United States,Taiwan,Chip design and fabrication,2023,148,True
United States,Taiwan,Chip design and fabrication,2018,147,True
France,Tunisia,Chip design and fabrication,2016,31,True
France,Tunisia,Chip design and fabrication,2015,34,True
France,Tunisia,Chip design and fabrication,2017,29,True
France,Tunisia,Chip design and fabrication,2018,32,True
France,Tunisia,Chip design and fabrication,2019,29,True
Saudi Arabia,Tunisia,Chip design and fabrication,2023,35,True
Saudi Arabia,Tunisia,Chip design and fabrication,2022,29,True
Saudi Arabia,Tunisia,Chip design and fabrication,2020,32,True
United States,Turkey,Chip design and fabrication,2019,36,True
United States,Turkey,Chip design and fabrication,2020,37,True
United States,Turkey,Chip design and fabrication,2016,32,True
United States,Turkey,Chip design and fabrication,2018,28,True
United States,Turkey,Chip design and fabrication,2017,33,True
United States,Turkey,Chip design and fabrication,2024,28,False
United States,Turkey,Chip design and fabrication,2023,29,True
United States,Turkey,Chip design and fabrication,2021,34,True
United States,Turkey,Chip design and fabrication,2015,32,True
China,United Arab Emirates,Chip design and fabrication,2024,35,False
South Korea,United Arab Emirates,Chip design and fabrication,2024,27,False
United States,United Arab Emirates,Chip design and fabrication,2023,51,True
United States,United Arab Emirates,Chip design and fabrication,2022,51,True
United States,United Arab Emirates,Chip design and fabrication,2024,30,False
United States,United Arab Emirates,Chip design and fabrication,2016,25,True
United States,United Arab Emirates,Chip design and fabrication,2021,37,True
United States,United Arab Emirates,Chip design and fabrication,2018,25,True
United States,United Arab Emirates,Chip design and fabrication,2020,33,True
United States,United Arab Emirates,Chip design and fabrication,2019,35,True
Australia,United Kingdom,Chip design and fabrication,2017,29,True
Australia,United Kingdom,Chip design and fabrication,2025,30,False
Australia,United Kingdom,Chip design and fabrication,2020,34,True
Australia,United Kingdom,Chip design and fabrication,2016,37,True
Australia,United Kingdom,Chip design and fabrication,2023,39,True
Australia,United Kingdom,Chip design and fabrication,2024,40,False
Australia,United Kingdom,Chip design and fabrication,2021,54,True
Australia,United Kingdom,Chip design and fabrication,2022,41,True
Australia,United Kingdom,Chip design and fabrication,2019,32,True
Australia,United Kingdom,Chip design and fabrication,2018,42,True
Austria,United Kingdom,Chip design and fabrication,2022,36,True
Austria,United Kingdom,Chip design and fabrication,2019,30,True
Austria,United Kingdom,Chip design and fabrication,2020,31,True
Austria,United Kingdom,Chip design and fabrication,2023,31,True
Austria,United Kingdom,Chip design and fabrication,2021,36,True
Austria,United Kingdom,Chip design and fabrication,2018,25,True
Belgium,United Kingdom,Chip design and fabrication,2016,26,True
Belgium,United Kingdom,Chip design and fabrication,2019,34,True
Belgium,United Kingdom,Chip design and fabrication,2015,36,True
Belgium,United Kingdom,Chip design and fabrication,2021,26,True
Belgium,United Kingdom,Chip design and fabrication,2023,29,True
Belgium,United Kingdom,Chip design and fabrication,2017,37,True
Belgium,United Kingdom,Chip design and fabrication,2018,37,True
Canada,United Kingdom,Chip design and fabrication,2021,36,True
Canada,United Kingdom,Chip design and fabrication,2024,40,False
Canada,United Kingdom,Chip design and fabrication,2019,44,True
Canada,United Kingdom,Chip design and fabrication,2020,45,True
Canada,United Kingdom,Chip design and fabrication,2022,37,True
Canada,United Kingdom,Chip design and fabrication,2016,36,True
Canada,United Kingdom,Chip design and fabrication,2017,31,True
Canada,United Kingdom,Chip design and fabrication,2018,35,True
Canada,United Kingdom,Chip design and fabrication,2015,31,True
Canada,United Kingdom,Chip design and fabrication,2023,45,True
China,United Kingdom,Chip design and fabrication,2018,267,True
China,United Kingdom,Chip design and fabrication,2023,367,True
China,United Kingdom,Chip design and fabrication,2021,358,True
China,United Kingdom,Chip design and fabrication,2019,331,True
China,United Kingdom,Chip design and fabrication,2017,230,True
China,United Kingdom,Chip design and fabrication,2024,399,False
China,United Kingdom,Chip design and fabrication,2022,353,True
China,United Kingdom,Chip design and fabrication,2015,152,True
China,United Kingdom,Chip design and fabrication,2025,306,False
China,United Kingdom,Chip design and fabrication,2016,213,True
China,United Kingdom,Chip design and fabrication,2020,315,True
Finland,United Kingdom,Chip design and fabrication,2017,25,True
Finland,United Kingdom,Chip design and fabrication,2019,32,True
France,United Kingdom,Chip design and fabrication,2016,82,True
France,United Kingdom,Chip design and fabrication,2024,77,False
France,United Kingdom,Chip design and fabrication,2020,95,True
France,United Kingdom,Chip design and fabrication,2022,77,True
France,United Kingdom,Chip design and fabrication,2015,76,True
France,United Kingdom,Chip design and fabrication,2023,64,True
France,United Kingdom,Chip design and fabrication,2021,70,True
France,United Kingdom,Chip design and fabrication,2017,90,True
France,United Kingdom,Chip design and fabrication,2019,93,True
France,United Kingdom,Chip design and fabrication,2025,32,False
France,United Kingdom,Chip design and fabrication,2018,78,True
Germany,United Kingdom,Chip design and fabrication,2022,130,True
Germany,United Kingdom,Chip design and fabrication,2015,109,True
Germany,United Kingdom,Chip design and fabrication,2021,125,True
Germany,United Kingdom,Chip design and fabrication,2025,61,False
Germany,United Kingdom,Chip design and fabrication,2016,124,True
Germany,United Kingdom,Chip design and fabrication,2019,135,True
Germany,United Kingdom,Chip design and fabrication,2017,121,True
Germany,United Kingdom,Chip design and fabrication,2020,117,True
Germany,United Kingdom,Chip design and fabrication,2024,99,False
Germany,United Kingdom,Chip design and fabrication,2018,118,True
Germany,United Kingdom,Chip design and fabrication,2023,127,True
Greece,United Kingdom,Chip design and fabrication,2022,37,True
Greece,United Kingdom,Chip design and fabrication,2020,26,True
Greece,United Kingdom,Chip design and fabrication,2023,25,True
India,United Kingdom,Chip design and fabrication,2025,48,False
India,United Kingdom,Chip design and fabrication,2016,25,True
India,United Kingdom,Chip design and fabrication,2024,89,False
India,United Kingdom,Chip design and fabrication,2021,61,True
India,United Kingdom,Chip design and fabrication,2020,54,True
India,United Kingdom,Chip design and fabrication,2018,47,True
India,United Kingdom,Chip design and fabrication,2017,27,True
India,United Kingdom,Chip design and fabrication,2023,56,True
India,United Kingdom,Chip design and fabrication,2019,42,True
India,United Kingdom,Chip design and fabrication,2015,29,True
India,United Kingdom,Chip design and fabrication,2022,54,True
Ireland,United Kingdom,Chip design and fabrication,2016,36,True
Ireland,United Kingdom,Chip design and fabrication,2020,26,True
Ireland,United Kingdom,Chip design and fabrication,2017,36,True
Italy,United Kingdom,Chip design and fabrication,2023,82,True
Italy,United Kingdom,Chip design and fabrication,2025,46,False
Italy,United Kingdom,Chip design and fabrication,2024,88,False
Italy,United Kingdom,Chip design and fabrication,2022,91,True
Italy,United Kingdom,Chip design and fabrication,2017,77,True
Italy,United Kingdom,Chip design and fabrication,2018,93,True
Italy,United Kingdom,Chip design and fabrication,2015,79,True
Italy,United Kingdom,Chip design and fabrication,2016,100,True
Italy,United Kingdom,Chip design and fabrication,2019,96,True
Italy,United Kingdom,Chip design and fabrication,2020,109,True
Italy,United Kingdom,Chip design and fabrication,2021,104,True
Japan,United Kingdom,Chip design and fabrication,2025,30,False
Japan,United Kingdom,Chip design and fabrication,2018,56,True
Japan,United Kingdom,Chip design and fabrication,2024,34,False
Japan,United Kingdom,Chip design and fabrication,2019,47,True
Japan,United Kingdom,Chip design and fabrication,2020,85,True
Japan,United Kingdom,Chip design and fabrication,2022,52,True
Japan,United Kingdom,Chip design and fabrication,2021,40,True
Japan,United Kingdom,Chip design and fabrication,2015,38,True
Japan,United Kingdom,Chip design and fabrication,2017,56,True
Japan,United Kingdom,Chip design and fabrication,2023,45,True
Japan,United Kingdom,Chip design and fabrication,2016,72,True
Malaysia,United Kingdom,Chip design and fabrication,2023,25,True
Malaysia,United Kingdom,Chip design and fabrication,2018,26,True
Malaysia,United Kingdom,Chip design and fabrication,2016,34,True
Malaysia,United Kingdom,Chip design and fabrication,2015,31,True
Netherlands,United Kingdom,Chip design and fabrication,2021,44,True
Netherlands,United Kingdom,Chip design and fabrication,2016,34,True
Netherlands,United Kingdom,Chip design and fabrication,2019,32,True
Netherlands,United Kingdom,Chip design and fabrication,2015,27,True
Netherlands,United Kingdom,Chip design and fabrication,2017,28,True
Netherlands,United Kingdom,Chip design and fabrication,2024,35,False
Netherlands,United Kingdom,Chip design and fabrication,2018,40,True
Netherlands,United Kingdom,Chip design and fabrication,2023,38,True
Netherlands,United Kingdom,Chip design and fabrication,2020,35,True
Netherlands,United Kingdom,Chip design and fabrication,2022,43,True
Russia,United Kingdom,Chip design and fabrication,2017,32,True
Russia,United Kingdom,Chip design and fabrication,2020,38,True
Russia,United Kingdom,Chip design and fabrication,2019,35,True
Russia,United Kingdom,Chip design and fabrication,2016,27,True
Saudi Arabia,United Kingdom,Chip design and fabrication,2021,32,True
Saudi Arabia,United Kingdom,Chip design and fabrication,2025,36,False
Saudi Arabia,United Kingdom,Chip design and fabrication,2019,26,True
Saudi Arabia,United Kingdom,Chip design and fabrication,2023,35,True
Saudi Arabia,United Kingdom,Chip design and fabrication,2022,27,True
Saudi Arabia,United Kingdom,Chip design and fabrication,2024,42,False
Saudi Arabia,United Kingdom,Chip design and fabrication,2020,27,True
Singapore,United Kingdom,Chip design and fabrication,2025,41,False
Singapore,United Kingdom,Chip design and fabrication,2016,43,True
Singapore,United Kingdom,Chip design and fabrication,2021,39,True
Singapore,United Kingdom,Chip design and fabrication,2020,30,True
Singapore,United Kingdom,Chip design and fabrication,2018,44,True
Singapore,United Kingdom,Chip design and fabrication,2017,33,True
Singapore,United Kingdom,Chip design and fabrication,2019,43,True
Singapore,United Kingdom,Chip design and fabrication,2024,38,False
Singapore,United Kingdom,Chip design and fabrication,2015,25,True
Singapore,United Kingdom,Chip design and fabrication,2023,31,True
Singapore,United Kingdom,Chip design and fabrication,2022,30,True
South Korea,United Kingdom,Chip design and fabrication,2025,32,False
South Korea,United Kingdom,Chip design and fabrication,2022,43,True
South Korea,United Kingdom,Chip design and fabrication,2023,26,True
South Korea,United Kingdom,Chip design and fabrication,2024,37,False
South Korea,United Kingdom,Chip design and fabrication,2021,27,True
South Korea,United Kingdom,Chip design and fabrication,2017,29,True
South Korea,United Kingdom,Chip design and fabrication,2020,30,True
South Korea,United Kingdom,Chip design and fabrication,2019,37,True
Spain,United Kingdom,Chip design and fabrication,2017,71,True
Spain,United Kingdom,Chip design and fabrication,2015,69,True
Spain,United Kingdom,Chip design and fabrication,2018,66,True
Spain,United Kingdom,Chip design and fabrication,2025,31,False
Spain,United Kingdom,Chip design and fabrication,2021,80,True
Spain,United Kingdom,Chip design and fabrication,2020,59,True
Spain,United Kingdom,Chip design and fabrication,2023,65,True
Spain,United Kingdom,Chip design and fabrication,2016,73,True
Spain,United Kingdom,Chip design and fabrication,2022,61,True
Spain,United Kingdom,Chip design and fabrication,2019,67,True
Spain,United Kingdom,Chip design and fabrication,2024,65,False
Sweden,United Kingdom,Chip design and fabrication,2023,31,True
Sweden,United Kingdom,Chip design and fabrication,2021,27,True
Sweden,United Kingdom,Chip design and fabrication,2020,28,True
Sweden,United Kingdom,Chip design and fabrication,2024,28,False
Switzerland,United Kingdom,Chip design and fabrication,2023,49,True
Switzerland,United Kingdom,Chip design and fabrication,2022,52,True
Switzerland,United Kingdom,Chip design and fabrication,2024,49,False
Switzerland,United Kingdom,Chip design and fabrication,2016,48,True
Switzerland,United Kingdom,Chip design and fabrication,2018,53,True
Switzerland,United Kingdom,Chip design and fabrication,2021,51,True
Switzerland,United Kingdom,Chip design and fabrication,2017,63,True
Switzerland,United Kingdom,Chip design and fabrication,2015,55,True
Switzerland,United Kingdom,Chip design and fabrication,2019,67,True
Switzerland,United Kingdom,Chip design and fabrication,2020,77,True
United States,United Kingdom,Chip design and fabrication,2024,193,False
United States,United Kingdom,Chip design and fabrication,2025,118,False
United States,United Kingdom,Chip design and fabrication,2016,223,True
United States,United Kingdom,Chip design and fabrication,2017,195,True
United States,United Kingdom,Chip design and fabrication,2020,223,True
United States,United Kingdom,Chip design and fabrication,2018,206,True
United States,United Kingdom,Chip design and fabrication,2022,217,True
United States,United Kingdom,Chip design and fabrication,2015,169,True
United States,United Kingdom,Chip design and fabrication,2021,201,True
United States,United Kingdom,Chip design and fabrication,2019,231,True
United States,United Kingdom,Chip design and fabrication,2023,192,True
Australia,United States,Chip design and fabrication,2016,60,True
Australia,United States,Chip design and fabrication,2017,67,True
Australia,United States,Chip design and fabrication,2020,75,True
Australia,United States,Chip design and fabrication,2015,50,True
Australia,United States,Chip design and fabrication,2019,75,True
Australia,United States,Chip design and fabrication,2021,79,True
Australia,United States,Chip design and fabrication,2022,76,True
Australia,United States,Chip design and fabrication,2024,67,False
Australia,United States,Chip design and fabrication,2023,57,True
Australia,United States,Chip design and fabrication,2025,34,False
Australia,United States,Chip design and fabrication,2018,67,True
Austria,United States,Chip design and fabrication,2017,44,True
Austria,United States,Chip design and fabrication,2021,44,True
Austria,United States,Chip design and fabrication,2015,33,True
Austria,United States,Chip design and fabrication,2018,41,True
Austria,United States,Chip design and fabrication,2020,48,True
Austria,United States,Chip design and fabrication,2023,47,True
Austria,United States,Chip design and fabrication,2024,30,False
Austria,United States,Chip design and fabrication,2022,35,True
Austria,United States,Chip design and fabrication,2019,33,True
Bangladesh,United States,Chip design and fabrication,2024,31,False
Belgium,United States,Chip design and fabrication,2016,103,True
Belgium,United States,Chip design and fabrication,2017,96,True
Belgium,United States,Chip design and fabrication,2024,79,False
Belgium,United States,Chip design and fabrication,2018,118,True
Belgium,United States,Chip design and fabrication,2020,86,True
Belgium,United States,Chip design and fabrication,2023,103,True
Belgium,United States,Chip design and fabrication,2015,105,True
Belgium,United States,Chip design and fabrication,2025,36,False
Belgium,United States,Chip design and fabrication,2019,101,True
Belgium,United States,Chip design and fabrication,2021,90,True
Belgium,United States,Chip design and fabrication,2022,98,True
Brazil,United States,Chip design and fabrication,2016,32,True
Brazil,United States,Chip design and fabrication,2022,26,True
Brazil,United States,Chip design and fabrication,2021,33,True
Brazil,United States,Chip design and fabrication,2015,45,True
Brazil,United States,Chip design and fabrication,2018,43,True
Brazil,United States,Chip design and fabrication,2020,41,True
Brazil,United States,Chip design and fabrication,2023,25,True
Brazil,United States,Chip design and fabrication,2019,29,True
Brazil,United States,Chip design and fabrication,2017,30,True
Canada,United States,Chip design and fabrication,2016,190,True
Canada,United States,Chip design and fabrication,2020,185,True
Canada,United States,Chip design and fabrication,2022,164,True
Canada,United States,Chip design and fabrication,2024,152,False
Canada,United States,Chip design and fabrication,2021,154,True
Canada,United States,Chip design and fabrication,2015,145,True
Canada,United States,Chip design and fabrication,2019,178,True
Canada,United States,Chip design and fabrication,2018,184,True
Canada,United States,Chip design and fabrication,2023,153,True
Canada,United States,Chip design and fabrication,2017,189,True
Canada,United States,Chip design and fabrication,2025,62,False
China,United States,Chip design and fabrication,2024,716,False
China,United States,Chip design and fabrication,2020,1020,True
China,United States,Chip design and fabrication,2025,449,False
China,United States,Chip design and fabrication,2023,721,True
China,United States,Chip design and fabrication,2019,1076,True
China,United States,Chip design and fabrication,2021,889,True
China,United States,Chip design and fabrication,2016,774,True
China,United States,Chip design and fabrication,2018,953,True
China,United States,Chip design and fabrication,2017,872,True
China,United States,Chip design and fabrication,2015,614,True
China,United States,Chip design and fabrication,2022,746,True
