country,field,year,num_patent_granted,complete
Sweden,Industry and Manufacturing,2021,3,False
South Africa,Industry and Manufacturing,2018,0,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2022,0,False
China (mainland),Industry and Manufacturing,2017,331,True
Greece,Industry and Manufacturing,2022,0,False
United Kingdom,Life Sciences,2015,8,True
Luxembourg,Life Sciences,2020,0,False
Russia,Life Sciences,2019,8,False
Russia,Life Sciences,2020,22,False
Turkey,Life Sciences,2016,0,True
Peru,Life Sciences,2017,0,True
Japan,Life Sciences,2021,356,False
International Bureau of WIPO,Life Sciences,2018,1,True
Romania,Life Sciences,2018,1,True
Denmark,Life Sciences,2022,2,False
South Korea,Personal Devices and Computing,2017,695,True
France,Personal Devices and Computing,2016,22,True
Ukraine,Personal Devices and Computing,2018,1,True
San Marino,Personal Devices and Computing,2015,0,True
International Bureau of WIPO,Personal Devices and Computing,2018,8,True
Malaysia,Personal Devices and Computing,2022,1,False
Japan,Personal Devices and Computing,2021,595,False
Luxembourg,Personal Devices and Computing,2024,4,False
Spain,Personal Devices and Computing,2022,14,False
Brazil,Personal Devices and Computing,2017,25,True
China (mainland),Physical Sciences and Engineering,2018,372,True
Sri Lanka,Physical Sciences and Engineering,2016,0,True
Netherlands,Physical Sciences and Engineering,2018,0,True
Saudi Arabia,Physical Sciences and Engineering,2022,1,False
Sweden,Physical Sciences and Engineering,2018,0,True
Australia,Physical Sciences and Engineering,2022,2,False
Germany,Physical Sciences and Engineering,2022,16,False
South Korea,Physical Sciences and Engineering,2020,303,False
Luxembourg,Physical Sciences and Engineering,2018,1,True
Sweden,Security,2019,1,False
Russia,Security,2016,13,True
World Intellectual Property Organization (WIPO),Security,2023,1,False
Hungary,Security,2021,0,False
Hungary,Security,2022,1,False
Portugal,Security,2021,1,False
Iran,Security,2018,1,True
Austria,Security,2017,0,True
Czechia,Security,2022,0,False
Japan,Security,2015,17,True
Japan,Security,2017,72,True
Austria,Telecommunications,2015,1,True
Austria,Telecommunications,2017,0,True
Sweden,Telecommunications,2019,3,False
Iran,Telecommunications,2018,1,True
Poland,Telecommunications,2018,6,True
Japan,Telecommunications,2023,7,False
Taiwan,Telecommunications,2015,9,True
Belgium,Telecommunications,2022,0,False
New Zealand,Telecommunications,2022,0,False
Austria,Transportation,2020,3,False
Mexico,Transportation,2019,6,False
South Korea,Transportation,2016,113,True
South Korea,Transportation,2021,289,False
Poland,Transportation,2017,2,True
India,Transportation,2021,0,False
United Kingdom,Transportation,2016,17,True
China (mainland),Transportation,2023,4401,False
Belgium,Transportation,2017,2,True
World Intellectual Property Organization (WIPO),Transportation,2021,4,False
France,Agriculture,2021,0,False
Serbia,Agriculture,2015,0,True
China (mainland),Agriculture,2016,50,True
China (mainland),Agriculture,2022,684,False
Finland,Agriculture,2019,0,False
Norway,Agriculture,2016,0,True
Eurasian Patent Organization,Agriculture,2015,0,True
European Patent Organization,Agriculture,2019,3,False
Belgium,Agriculture,2022,0,False
Germany,Agriculture,2015,1,True
World Intellectual Property Organization (WIPO),All,2021,78,False
Bulgaria,All,2015,1,True
Spain,All,2019,89,False
International Bureau of WIPO,All,2016,6,True
Slovenia,All,2015,2,True
Slovenia,All,2018,7,True
Finland,All,2017,20,True
Greece,All,2015,2,True
Greece,All,2018,5,True
Australia,All,2017,255,True
Belgium,All,2019,1,False
Italy,All,2017,19,True
China (mainland),All,2024,13573,False
United States,All,2022,3060,False
Australia,Banking and Finance,2015,9,True
Netherlands,Banking and Finance,2019,0,False
Philippines,Banking and Finance,2017,0,True
Finland,Banking and Finance,2020,0,False
Sweden,Business,2016,2,True
Poland,Business,2018,2,True
Norway,Business,2023,0,False
Hungary,Business,2015,0,True
Peru,Business,2020,2,False
Spain,Business,2023,1,False
Slovenia,Business,2015,1,True
Taiwan,Business,2020,21,False
Mexico,Business,2018,9,True
Romania,Business,2017,1,True
Denmark,Energy Management,2015,2,True
European Patent Organization,Energy Management,2017,6,True
Germany,Energy Management,2015,4,True
Germany,Energy Management,2024,0,False
Brazil,Energy Management,2019,6,False
Portugal,Energy Management,2019,0,False
United Kingdom,Energy Management,2022,5,False
Israel,Energy Management,2023,0,False
Bulgaria,Energy Management,2021,0,False
Kenya,Energy Management,2016,0,True
Taiwan,Energy Management,2018,7,True
Finland,Industry and Manufacturing,2016,1,True
Switzerland,Industry and Manufacturing,2016,0,True
Spain,Industry and Manufacturing,2019,9,False
United Kingdom,Industry and Manufacturing,2024,1,False
France,Industry and Manufacturing,2019,8,False
Norway,Industry and Manufacturing,2022,1,False
Russia,Life Sciences,2018,21,True
Argentina,Life Sciences,2018,1,True
Portugal,Life Sciences,2022,2,False
Japan,Life Sciences,2015,122,True
Austria,Life Sciences,2021,0,False
Turkey,Personal Devices and Computing,2016,0,True
Austria,Personal Devices and Computing,2023,0,False
China (mainland),Personal Devices and Computing,2015,621,True
Russia,Personal Devices and Computing,2015,43,True
Taiwan,Personal Devices and Computing,2015,12,True
Italy,Personal Devices and Computing,2018,8,True
Morocco,Personal Devices and Computing,2016,1,True
Japan,Personal Devices and Computing,2020,1001,False
Spain,Personal Devices and Computing,2024,0,False
Belgium,Physical Sciences and Engineering,2019,0,False
Hungary,Physical Sciences and Engineering,2015,0,True
South Africa,Physical Sciences and Engineering,2020,0,False
South Africa,Physical Sciences and Engineering,2021,0,False
South Korea,Physical Sciences and Engineering,2019,223,False
Lithuania,Physical Sciences and Engineering,2019,0,False
United States,Physical Sciences and Engineering,2015,91,True
Canada,Security,2018,44,True
Belgium,Security,2018,0,True
International Bureau of WIPO,Security,2018,0,True
Norway,Security,2017,0,True
Hungary,Security,2016,0,True
France,Security,2016,6,True
Finland,Security,2016,0,True
Brazil,Security,2017,2,True
China (mainland),Security,2021,1607,False
Greece,Security,2018,0,True
Bulgaria,Security,2022,0,False
Japan,Security,2023,4,False
Norway,Telecommunications,2016,0,True
Sweden,Telecommunications,2022,2,False
Greece,Telecommunications,2017,0,True
Peru,Telecommunications,2022,0,False
Japan,Telecommunications,2015,71,True
Bulgaria,Telecommunications,2015,0,True
Bulgaria,Telecommunications,2022,0,False
United Kingdom,Telecommunications,2019,62,False
Sri Lanka,Telecommunications,2016,0,True
Singapore,Transportation,2015,1,True
Mexico,Transportation,2017,14,True
Spain,Transportation,2015,6,True
Slovenia,Transportation,2018,0,True
Denmark,Transportation,2015,3,True
Singapore,Agriculture,2019,2,False
Malaysia,Agriculture,2015,0,True
South Africa,Agriculture,2017,0,True
Norway,Agriculture,2017,1,True
Romania,Agriculture,2021,0,False
Lithuania,Agriculture,2019,0,False
Germany,Agriculture,2024,1,False
Canada,Agriculture,2021,8,False
Austria,Agriculture,2022,0,False
Poland,All,2016,15,True
Poland,All,2018,23,True
United Kingdom,All,2015,62,True
Canada,All,2015,156,True
Greece,All,2020,3,False
Hungary,All,2018,5,True
China (mainland),All,2023,29764,False
Argentina,All,2018,6,True
Philippines,Banking and Finance,2018,0,True
Italy,Banking and Finance,2019,3,False
Italy,Banking and Finance,2021,1,False
European Patent Organization,Banking and Finance,2015,1,True
Germany,Banking and Finance,2015,2,True
Taiwan,Banking and Finance,2018,6,True
Taiwan,Banking and Finance,2022,2,False
Bulgaria,Banking and Finance,2021,0,False
Turkey,Banking and Finance,2018,1,True
Canada,Banking and Finance,2016,14,True
South Africa,Business,2023,0,False
South Korea,Business,2018,421,True
Israel,Business,2018,1,True
Ireland,Business,2018,0,True
Spain,Business,2024,0,False
Ukraine,Business,2019,0,False
Bulgaria,Business,2018,0,True
Finland,Business,2018,2,True
Finland,Business,2020,4,False
Peru,Energy Management,2018,0,True
Poland,Energy Management,2019,1,False
India,Energy Management,2019,0,False
Singapore,Energy Management,2021,0,False
Eurasian Patent Organization,Energy Management,2018,0,True
Ukraine,Energy Management,2016,0,True
United States,Energy Management,2019,229,False
France,Energy Management,2020,18,False
Taiwan,Energy Management,2016,3,True
Taiwan,Energy Management,2024,0,False
Finland,Industry and Manufacturing,2015,2,True
Argentina,Industry and Manufacturing,2017,0,True
Chile,Industry and Manufacturing,2018,0,True
Israel,Industry and Manufacturing,2022,0,False
New Zealand,Industry and Manufacturing,2022,0,False
United States,Industry and Manufacturing,2015,97,True
European Patent Organization,Industry and Manufacturing,2020,46,False
Russia,Industry and Manufacturing,2018,7,True
Slovenia,Industry and Manufacturing,2015,1,True
Greece,Industry and Manufacturing,2020,0,False
South Korea,Industry and Manufacturing,2021,311,False
Mexico,Industry and Manufacturing,2020,13,False
Sweden,Life Sciences,2016,1,True
Canada,Life Sciences,2020,146,False
Mexico,Life Sciences,2022,0,False
Belgium,Life Sciences,2021,2,False
Norway,Life Sciences,2022,0,False
South Korea,Life Sciences,2023,66,False
Peru,Life Sciences,2021,0,False
Lithuania,Life Sciences,2017,0,True
United Kingdom,Personal Devices and Computing,2023,11,False
France,Personal Devices and Computing,2017,37,True
Eurasian Patent Organization,Personal Devices and Computing,2015,0,True
Argentina,Personal Devices and Computing,2019,0,False
Japan,Personal Devices and Computing,2019,1198,False
Japan,Personal Devices and Computing,2024,4,False
Ireland,Personal Devices and Computing,2022,0,False
European Patent Organization,Personal Devices and Computing,2016,42,True
China (mainland),Physical Sciences and Engineering,2022,1490,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2016,0,True
Cuba,Physical Sciences and Engineering,2020,1,False
Czechia,Physical Sciences and Engineering,2020,0,False
Morocco,Physical Sciences and Engineering,2016,0,True
Taiwan,Physical Sciences and Engineering,2016,2,True
United States,Physical Sciences and Engineering,2021,198,False
Slovenia,Security,2018,0,True
Luxembourg,Security,2016,0,True
European Patent Organization,Security,2022,11,False
Belgium,Security,2020,0,False
Belgium,Security,2021,1,False
Peru,Security,2021,0,False
Slovakia,Security,2015,0,True
Hungary,Security,2015,0,True
South Africa,Security,2021,0,False
Brazil,Security,2016,5,True
Taiwan,Security,2016,2,True
Portugal,Security,2015,0,True
Romania,Security,2019,0,False
New Zealand,Security,2020,0,False
Lithuania,Security,2020,1,False
Netherlands,Security,2021,1,False
Turkey,Security,2021,0,False
Japan,Security,2021,75,False
Norway,Telecommunications,2017,0,True
Finland,Telecommunications,2015,0,True
Australia,Telecommunications,2022,15,False
Israel,Telecommunications,2022,2,False
Peru,Telecommunications,2015,0,True
Belgium,Telecommunications,2019,1,False
Ireland,Telecommunications,2016,0,True
Ireland,Telecommunications,2022,0,False
Brazil,Transportation,2016,22,True
Russia,Transportation,2020,12,False
France,Transportation,2019,31,False
United Kingdom,Transportation,2021,12,False
Morocco,Transportation,2016,0,True
Portugal,Transportation,2021,0,False
Portugal,Agriculture,2019,1,False
Slovakia,Agriculture,2021,0,False
Brazil,Agriculture,2016,7,True
South Africa,Agriculture,2023,0,False
European Patent Organization,Agriculture,2016,4,True
Ireland,Agriculture,2016,0,True
Japan,Agriculture,2019,37,False
Austria,Agriculture,2017,0,True
Canada,All,2016,284,True
Canada,All,2022,24,False
Netherlands,All,2021,44,False
Netherlands,All,2022,63,False
Bulgaria,All,2019,3,False
South Africa,All,2023,94,False
Finland,All,2015,6,True
Finland,All,2023,2,False
Russia,All,2015,95,True
Czechia,All,2019,1,False
Hungary,All,2020,6,False
Taiwan,All,2015,42,True
Argentina,All,2022,3,False
Philippines,All,2017,1,True
Australia,Banking and Finance,2019,40,False
Morocco,Banking and Finance,2020,0,False
Mexico,Banking and Finance,2018,2,True
Lithuania,Banking and Finance,2022,0,False
Israel,Banking and Finance,2019,0,False
Israel,Banking and Finance,2021,0,False
Poland,Business,2017,1,True
Japan,Business,2022,78,False
China (mainland),Business,2024,1672,False
International Bureau of WIPO,Business,2018,0,True
Peru,Business,2017,0,True
Morocco,Business,2017,1,True
Portugal,Business,2022,0,False
Turkey,Business,2015,0,True
Netherlands,Business,2019,2,False
Netherlands,Energy Management,2017,0,True
United States,Energy Management,2021,158,False
Australia,Energy Management,2015,3,True
Austria,Energy Management,2017,4,True
Italy,Energy Management,2021,2,False
Spain,Energy Management,2020,6,False
Spain,Energy Management,2024,0,False
Bulgaria,Energy Management,2023,0,False
Slovakia,Energy Management,2021,0,False
Singapore,Industry and Manufacturing,2018,9,True
Switzerland,Industry and Manufacturing,2021,1,False
Spain,Industry and Manufacturing,2021,10,False
Serbia,Industry and Manufacturing,2015,1,True
Israel,Industry and Manufacturing,2023,0,False
New Zealand,Industry and Manufacturing,2019,1,False
United States,Industry and Manufacturing,2018,427,True
United States,Industry and Manufacturing,2024,0,False
Ukraine,Industry and Manufacturing,2022,0,False
European Patent Organization,Industry and Manufacturing,2021,35,False
Russia,Industry and Manufacturing,2019,6,False
France,Industry and Manufacturing,2016,2,True
South Korea,Industry and Manufacturing,2020,355,False
Mexico,Industry and Manufacturing,2021,11,False
Colombia,Life Sciences,2015,0,True
Serbia,Life Sciences,2017,0,True
United States,Life Sciences,2023,37,False
South Korea,Life Sciences,2021,974,False
Spain,Life Sciences,2020,17,False
Brazil,Life Sciences,2022,0,False
Denmark,Life Sciences,2021,2,False
South Korea,Personal Devices and Computing,2018,1108,True
Austria,Personal Devices and Computing,2016,5,True
United Kingdom,Personal Devices and Computing,2016,75,True
Lithuania,Personal Devices and Computing,2022,0,False
Ukraine,Personal Devices and Computing,2022,0,False
Ireland,Personal Devices and Computing,2018,0,True
Spain,Personal Devices and Computing,2023,1,False
Slovenia,Personal Devices and Computing,2016,0,True
Slovakia,Personal Devices and Computing,2021,0,False
Belgium,Personal Devices and Computing,2016,1,True
China (mainland),Physical Sciences and Engineering,2024,637,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2018,1,True
Sweden,Physical Sciences and Engineering,2020,1,False
Switzerland,Physical Sciences and Engineering,2020,1,False
Spain,Physical Sciences and Engineering,2022,2,False
Singapore,Security,2016,7,True
World Intellectual Property Organization (WIPO),Security,2016,0,True
Norway,Security,2021,0,False
Ukraine,Security,2019,0,False
New Zealand,Security,2021,0,False
China (mainland),Security,2019,573,False
Lithuania,Security,2015,0,True
Austria,Security,2022,0,False
Netherlands,Security,2023,0,False
Netherlands,Security,2024,0,False
Netherlands,Telecommunications,2019,3,False
Taiwan,Telecommunications,2018,30,True
Malaysia,Telecommunications,2020,3,False
Mexico,Telecommunications,2017,11,True
Germany,Telecommunications,2022,43,False
China (mainland),Telecommunications,2020,4017,False
China (mainland),Telecommunications,2024,1152,False
Ukraine,Telecommunications,2023,0,False
Austria,Transportation,2023,0,False
Peru,Transportation,2022,0,False
Italy,Transportation,2018,4,True
Bulgaria,Transportation,2022,0,False
Spain,Transportation,2023,0,False
Malaysia,Transportation,2022,0,False
Luxembourg,Transportation,2023,4,False
Canada,Transportation,2018,53,True
Canada,Transportation,2019,24,False
Croatia,Agriculture,2018,1,True
France,Agriculture,2022,1,False
South Africa,Agriculture,2020,0,False
Hungary,Agriculture,2021,0,False
Belgium,Agriculture,2021,0,False
India,Agriculture,2016,3,True
Austria,Agriculture,2023,0,False
Luxembourg,All,2023,75,False
Canada,All,2017,352,True
Mexico,All,2016,31,True
European Patent Organization,All,2018,433,True
Spain,All,2023,7,False
Finland,All,2020,24,False
Sweden,All,2018,17,True
Portugal,Banking and Finance,2018,0,True
Austria,Banking and Finance,2023,0,False
Switzerland,Banking and Finance,2016,2,True
South Korea,Banking and Finance,2015,8,True
Lithuania,Banking and Finance,2020,0,False
Canada,Banking and Finance,2020,25,False
South Africa,Business,2021,0,False
Kenya,Business,2016,0,True
Hungary,Business,2018,1,True
Belgium,Business,2017,2,True
Belgium,Business,2018,1,True
Morocco,Business,2021,0,False
European Patent Organization,Business,2019,44,False
France,Business,2021,7,False
Mexico,Business,2021,6,False
Russia,Business,2018,11,True
Finland,Energy Management,2018,2,True
Denmark,Energy Management,2018,1,True
Czechia,Energy Management,2019,0,False
Czechia,Energy Management,2023,0,False
Sweden,Energy Management,2018,1,True
Portugal,Energy Management,2020,0,False
Greece,Energy Management,2015,1,True
Morocco,Energy Management,2019,0,False
Taiwan,Energy Management,2021,5,False
Finland,Industry and Manufacturing,2018,3,True
Romania,Industry and Manufacturing,2017,0,True
Bulgaria,Industry and Manufacturing,2021,0,False
Singapore,Industry and Manufacturing,2021,0,False
Ukraine,Industry and Manufacturing,2016,0,True
Sweden,Industry and Manufacturing,2015,0,True
China (mainland),Industry and Manufacturing,2021,2701,False
France,Industry and Manufacturing,2015,1,True
Austria,Industry and Manufacturing,2015,0,True
Canada,Life Sciences,2022,4,False
France,Life Sciences,2019,18,False
South Korea,Life Sciences,2015,55,True
Italy,Life Sciences,2018,3,True
Poland,Life Sciences,2017,4,True
Finland,Life Sciences,2020,0,False
Austria,Life Sciences,2017,3,True
World Intellectual Property Organization (WIPO),Life Sciences,2019,18,False
China (mainland),Personal Devices and Computing,2016,1958,True
Lithuania,Personal Devices and Computing,2017,1,True
Germany,Personal Devices and Computing,2020,184,False
Bulgaria,Personal Devices and Computing,2021,0,False
United States,Personal Devices and Computing,2019,7792,False
Luxembourg,Personal Devices and Computing,2022,23,False
Ukraine,Physical Sciences and Engineering,2022,0,False
Germany,Physical Sciences and Engineering,2016,7,True
Germany,Physical Sciences and Engineering,2021,17,False
Switzerland,Physical Sciences and Engineering,2018,0,True
Bulgaria,Physical Sciences and Engineering,2023,0,False
Taiwan,Physical Sciences and Engineering,2023,3,False
Luxembourg,Security,2020,1,False
European Patent Organization,Security,2019,32,False
International Bureau of WIPO,Security,2015,0,True
United Kingdom,Security,2021,8,False
Norway,Security,2022,0,False
Australia,Security,2020,56,False
Finland,Telecommunications,2023,2,False
France,Telecommunications,2021,21,False
Hungary,Telecommunications,2021,1,False
Netherlands,Telecommunications,2016,2,True
United Kingdom,Telecommunications,2024,1,False
Singapore,Telecommunications,2017,24,True
Germany,Telecommunications,2016,26,True
Portugal,Telecommunications,2022,0,False
Sweden,Transportation,2021,3,False
Hungary,Transportation,2016,2,True
Luxembourg,Transportation,2019,1,False
Denmark,Agriculture,2015,0,True
France,Agriculture,2020,3,False
Turkey,Agriculture,2015,0,True
Turkey,Agriculture,2021,0,False
Singapore,Agriculture,2015,1,True
Colombia,Agriculture,2015,0,True
Italy,Agriculture,2018,0,True
Mexico,Agriculture,2016,2,True
Lithuania,Agriculture,2018,1,True
Japan,Agriculture,2015,10,True
Spain,Agriculture,2024,0,False
Switzerland,Agriculture,2020,0,False
India,Agriculture,2015,1,True
India,Agriculture,2020,0,False
World Intellectual Property Organization (WIPO),All,2020,99,False
Ukraine,All,2015,12,True
Ireland,All,2016,2,True
Croatia,All,2018,2,True
Canada,All,2020,457,False
European Patent Organization,All,2020,606,False
Australia,All,2020,655,False
Turkey,All,2017,3,True
Hungary,All,2019,7,False
South Korea,All,2015,380,True
Eurasian Patent Organization,Banking and Finance,2015,0,True
Czechia,Banking and Finance,2018,0,True
Brazil,Business,2019,25,False
South Korea,Business,2023,88,False
Austria,Business,2022,0,False
Croatia,Business,2015,0,True
World Intellectual Property Organization (WIPO),Business,2021,6,False
Russia,Business,2016,10,True
Eurasian Patent Organization,Business,2015,0,True
Finland,Energy Management,2020,1,False
Poland,Energy Management,2023,0,False
South Africa,Energy Management,2024,0,False
France,Energy Management,2022,12,False
Romania,Energy Management,2015,1,True
Spain,Industry and Manufacturing,2018,15,True
Belgium,Industry and Manufacturing,2018,3,True
Philippines,Industry and Manufacturing,2019,2,False
Germany,Industry and Manufacturing,2016,13,True
New Zealand,Industry and Manufacturing,2018,0,True
Australia,Industry and Manufacturing,2015,8,True
Eurasian Patent Organization,Industry and Manufacturing,2017,1,True
Israel,Life Sciences,2022,0,False
Slovakia,Life Sciences,2023,0,False
Norway,Life Sciences,2019,1,False
Germany,Life Sciences,2023,12,False
Brazil,Life Sciences,2021,10,False
Serbia,Personal Devices and Computing,2020,0,False
Israel,Personal Devices and Computing,2020,10,False
Sweden,Personal Devices and Computing,2020,8,False
Colombia,Personal Devices and Computing,2015,0,True
South Africa,Personal Devices and Computing,2016,1,True
Czechia,Personal Devices and Computing,2019,0,False
Germany,Personal Devices and Computing,2019,173,False
Finland,Personal Devices and Computing,2016,4,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2017,7,True
Denmark,Physical Sciences and Engineering,2019,3,False
India,Physical Sciences and Engineering,2017,1,True
International Bureau of WIPO,Physical Sciences and Engineering,2016,1,True
Peru,Physical Sciences and Engineering,2017,1,True
Sweden,Physical Sciences and Engineering,2016,1,True
Austria,Physical Sciences and Engineering,2019,0,False
South Korea,Physical Sciences and Engineering,2017,68,True
Turkey,Physical Sciences and Engineering,2021,0,False
Portugal,Physical Sciences and Engineering,2018,1,True
Mexico,Security,2017,4,True
Serbia,Security,2020,0,False
Russia,Security,2017,16,True
Singapore,Security,2019,8,False
Belgium,Security,2022,0,False
Ireland,Security,2023,0,False
United Kingdom,Security,2015,5,True
United Kingdom,Security,2020,13,False
Finland,Security,2022,1,False
Finland,Security,2023,0,False
United States,Security,2022,228,False
South Korea,Security,2021,364,False
India,Security,2017,9,True
Austria,Security,2015,0,True
Malaysia,Security,2021,0,False
Argentina,Security,2020,0,False
International Bureau of WIPO,Telecommunications,2016,1,True
Switzerland,Telecommunications,2016,0,True
European Patent Organization,Telecommunications,2023,4,False
Italy,Telecommunications,2019,7,False
Finland,Telecommunications,2022,6,False
France,Telecommunications,2017,15,True
Sweden,Telecommunications,2017,4,True
Sweden,Telecommunications,2020,8,False
Peru,Telecommunications,2021,1,False
Luxembourg,Telecommunications,2023,7,False
Eurasian Patent Organization,Telecommunications,2018,0,True
Singapore,Telecommunications,2018,36,True
Costa Rica,Telecommunications,2020,0,False
Ukraine,Telecommunications,2016,0,True
Peru,Transportation,2021,0,False
Brazil,Transportation,2015,22,True
Chile,Transportation,2015,0,True
Finland,Transportation,2017,1,True
Ireland,Transportation,2016,0,True
Luxembourg,Transportation,2018,1,True
Canada,Transportation,2016,44,True
Croatia,Transportation,2019,0,False
United Kingdom,Agriculture,2017,4,True
Philippines,Agriculture,2017,0,True
Greece,Agriculture,2015,0,True
Greece,Agriculture,2016,0,True
Brazil,Agriculture,2019,15,False
World Intellectual Property Organization (WIPO),Agriculture,2017,0,True
United States,Agriculture,2022,21,False
Belgium,Agriculture,2017,2,True
Germany,Agriculture,2019,9,False
Germany,Agriculture,2020,4,False
Luxembourg,All,2020,12,False
Australia,All,2016,207,True
Italy,All,2016,11,True
Sweden,All,2015,3,True
China (mainland),All,2018,16328,True
Argentina,All,2017,1,True
Israel,All,2017,14,True
China (mainland),Banking and Finance,2017,158,True
Ireland,Banking and Finance,2018,0,True
Portugal,Banking and Finance,2016,0,True
Portugal,Banking and Finance,2017,0,True
European Patent Organization,Banking and Finance,2016,3,True
Belgium,Banking and Finance,2020,0,False
France,Banking and Finance,2022,1,False
United Kingdom,Banking and Finance,2021,1,False
United Kingdom,Banking and Finance,2022,2,False
Japan,Banking and Finance,2016,32,True
Luxembourg,Business,2016,0,True
Brazil,Business,2021,8,False
Czechia,Business,2021,0,False
Czechia,Business,2023,1,False
Japan,Business,2023,12,False
Norway,Business,2022,0,False
Italy,Business,2017,2,True
Austria,Business,2017,1,True
Turkey,Business,2017,0,True
European Patent Organization,Business,2022,10,False
Switzerland,Business,2020,0,False
Taiwan,Business,2018,13,True
Taiwan,Business,2022,14,False
Australia,Business,2016,46,True
Japan,Energy Management,2017,71,True
Philippines,Energy Management,2019,1,False
Philippines,Energy Management,2021,0,False
Mexico,Energy Management,2015,0,True
Brazil,Energy Management,2017,2,True
Spain,Energy Management,2015,3,True
Spain,Energy Management,2016,4,True
Slovenia,Energy Management,2015,0,True
Slovenia,Energy Management,2016,0,True
Croatia,Energy Management,2018,0,True
Bulgaria,Energy Management,2020,0,False
Luxembourg,Energy Management,2024,0,False
San Marino,Industry and Manufacturing,2018,0,True
Chile,Industry and Manufacturing,2015,0,True
Japan,Industry and Manufacturing,2015,46,True
Japan,Industry and Manufacturing,2020,234,False
Brazil,Industry and Manufacturing,2019,10,False
Ukraine,Industry and Manufacturing,2015,0,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2018,2,True
Mexico,Industry and Manufacturing,2017,9,True
Luxembourg,Industry and Manufacturing,2017,0,True
Austria,Industry and Manufacturing,2016,0,True
Czechia,Industry and Manufacturing,2022,0,False
Malaysia,Industry and Manufacturing,2022,0,False
South Africa,Life Sciences,2023,0,False
Switzerland,Life Sciences,2018,1,True
Norway,Life Sciences,2016,0,True
South Korea,Life Sciences,2016,134,True
Indonesia,Life Sciences,2016,1,True
Austria,Personal Devices and Computing,2019,0,False
Austria,Personal Devices and Computing,2020,5,False
Ukraine,Personal Devices and Computing,2016,0,True
Japan,Personal Devices and Computing,2018,1184,True
Switzerland,Personal Devices and Computing,2017,0,True
Iran,Personal Devices and Computing,2018,1,True
European Patent Organization,Personal Devices and Computing,2022,77,False
China (mainland),Physical Sciences and Engineering,2019,639,False
Mexico,Physical Sciences and Engineering,2020,7,False
United Kingdom,Physical Sciences and Engineering,2022,9,False
Italy,Physical Sciences and Engineering,2018,2,True
Australia,Physical Sciences and Engineering,2021,65,False
Austria,Physical Sciences and Engineering,2015,0,True
Uruguay,Physical Sciences and Engineering,2017,0,True
Germany,Physical Sciences and Engineering,2019,18,False
Spain,Physical Sciences and Engineering,2019,6,False
Czechia,Physical Sciences and Engineering,2019,0,False
Bulgaria,Physical Sciences and Engineering,2020,0,False
Sweden,Security,2017,0,True
Peru,Security,2019,1,False
Ukraine,Security,2021,0,False
Colombia,Security,2019,0,False
South Africa,Security,2018,0,True
India,Security,2019,2,False
Malaysia,Security,2016,2,True
Italy,Security,2019,3,False
Indonesia,Telecommunications,2016,1,True
France,Telecommunications,2016,11,True
Poland,Telecommunications,2022,0,False
South Korea,Telecommunications,2017,378,True
Spain,Telecommunications,2021,8,False
Singapore,Transportation,2021,1,False
Philippines,Transportation,2017,0,True
Mexico,Transportation,2022,0,False
Serbia,Transportation,2018,1,True
Argentina,Transportation,2022,0,False
Bulgaria,Transportation,2019,0,False
Latvia,Transportation,2020,0,False
Russia,Transportation,2018,11,True
Russia,Transportation,2019,16,False
Saudi Arabia,Transportation,2022,0,False
Chile,Transportation,2018,1,True
Eurasian Patent Organization,Transportation,2018,0,True
Finland,Transportation,2016,0,True
New Zealand,Transportation,2021,1,False
Israel,Transportation,2022,1,False
Denmark,Transportation,2019,4,False
European Patent Organization,Transportation,2018,36,True
Czechia,Transportation,2018,1,True
World Intellectual Property Organization (WIPO),Transportation,2018,4,True
United Kingdom,Agriculture,2022,1,False
Argentina,Agriculture,2022,0,False
Singapore,Agriculture,2020,0,False
Ukraine,Agriculture,2022,0,False
Finland,Agriculture,2018,1,True
Peru,Agriculture,2020,2,False
Luxembourg,Agriculture,2020,1,False
Luxembourg,Agriculture,2024,0,False
United States,Agriculture,2015,36,True
United States,Agriculture,2024,0,False
Lithuania,Agriculture,2016,0,True
Belgium,Agriculture,2019,0,False
Poland,All,2017,19,True
World Intellectual Property Organization (WIPO),All,2022,31,False
Ireland,All,2023,1,False
Croatia,All,2019,2,False
Mexico,All,2019,78,False
Bulgaria,All,2023,5,False
European Patent Organization,All,2017,232,True
Morocco,All,2019,5,False
Czechia,All,2018,1,True
Portugal,All,2015,5,True
Sweden,All,2016,11,True
United States,All,2020,11995,False
Israel,All,2015,10,True
Netherlands,Banking and Finance,2022,1,False
Italy,Banking and Finance,2016,1,True
Italy,Banking and Finance,2023,0,False
European Patent Organization,Banking and Finance,2017,6,True
Bulgaria,Banking and Finance,2019,0,False
Bulgaria,Banking and Finance,2023,0,False
Czechia,Banking and Finance,2020,0,False
United Kingdom,Banking and Finance,2016,7,True
Luxembourg,Business,2022,11,False
Poland,Business,2016,0,True
Poland,Business,2022,0,False
Philippines,Business,2018,1,True
Greece,Business,2016,1,True
India,Business,2019,1,False
Bulgaria,Business,2015,0,True
Taiwan,Business,2016,11,True
