country,field,year,num_articles,complete
Colombia,Large language models,2021,11,True
Colombia,Large language models,2022,8,True
Libya,Large language models,2025,1,False
United Kingdom,Large language models,2024,1330,False
United Kingdom,Large language models,2025,679,False
Five Eyes,Large language models,2021,5141,True
NATO,Large language models,2025,5502,False
Zimbabwe,Natural Language Processing,2024,3,False
Turkey,Natural Language Processing,2023,307,True
Iceland,Natural Language Processing,2019,5,True
Syria,Natural Language Processing,2017,4,True
Syria,Natural Language Processing,2021,4,True
Czechia,Natural Language Processing,2025,38,False
Jordan,Natural Language Processing,2017,51,True
Jordan,Natural Language Processing,2022,87,True
Malawi,Natural Language Processing,2022,2,True
Hungary,Natural Language Processing,2022,78,True
Tanzania,Natural Language Processing,2020,2,True
Nepal,Natural Language Processing,2024,17,False
Papua New Guinea,Natural Language Processing,2024,1,False
Belgium,Natural Language Processing,2020,186,True
United Kingdom,Natural Language Processing,2022,1486,True
Bulgaria,Natural Language Processing,2022,33,True
Gabon,Natural Language Processing,2025,1,False
United Arab Emirates,Natural Language Processing,2023,240,True
Malta,Natural Language Processing,2024,9,False
Five Eyes,Natural Language Processing,2024,7111,False
Namibia,Natural Language Processing,2020,2,True
Bahrain,Natural Language Processing,2022,14,True
Poland,Natural Language Processing,2022,177,True
Poland,Natural Language Processing,2025,92,False
Pakistan,Natural Language Processing,2018,120,True
Slovakia,Natural Language Processing,2017,17,True
Argentina,Natural Language Processing,2022,34,True
Montenegro,Natural Language Processing,2024,3,False
Philippines,Natural Language Processing,2016,10,True
Afghanistan,Natural Language Processing,2020,2,True
Netherlands,Natural Language Processing,2024,398,False
Israel,Natural Language Processing,2018,177,True
Dominican Republic,Natural Language Processing,2020,1,True
Myanmar,Natural Language Processing,2020,44,True
Bangladesh,Natural Language Processing,2015,23,True
Brunei Darussalam,Natural Language Processing,2019,1,True
Europe,Robotics,2020,12552,True
Costa Rica,Robotics,2018,14,True
Myanmar,Robotics,2019,12,True
Jordan,Robotics,2022,45,True
Yemen,Robotics,2020,4,True
Panama,Robotics,2019,5,True
Kenya,Robotics,2019,4,True
Turkmenistan,Robotics,2025,2,False
Colombia,Robotics,2021,133,True
Iceland,Robotics,2023,6,True
Ukraine,Robotics,2015,53,True
Turkey,Robotics,2025,307,False
Egypt,Robotics,2025,122,False
Benin,Robotics,2024,1,False
India,Robotics,2020,1727,True
Cambodia,Robotics,2021,2,True
Asia,Robotics,2017,13438,True
Peru,Robotics,2017,41,True
Singapore,Robotics,2020,470,True
Iran,Robotics,2016,390,True
Iran,Robotics,2019,416,True
Austria,Robotics,2018,237,True
Kuwait,Robotics,2017,12,True
Sri Lanka,Robotics,2015,18,True
Tunisia,Robotics,2017,92,True
Kosovo,Robotics,2019,7,True
Greece,Robotics,2015,169,True
Greece,Robotics,2024,268,False
Uganda,Robotics,2020,1,True
Zimbabwe,Robotics,2023,13,True
Zimbabwe,Robotics,2025,2,False
Senegal,Robotics,2024,4,False
Pakistan,Robotics,2015,67,True
Libya,Robotics,2022,19,True
Taiwan,Robotics,2017,370,True
Taiwan,Robotics,2019,505,True
Venezuela,Robotics,2016,13,True
Romania,AI Safety,2015,3,True
Georgia,AI Safety,2023,1,True
Spain,AI Safety,2019,67,True
Serbia,AI Safety,2023,7,True
Jordan,AI Safety,2023,20,True
Finland,AI Safety,2025,31,False
Cyprus,AI Safety,2019,1,True
Mexico,AI Safety,2023,19,True
India,AI Safety,2015,23,True
Syria,AI Safety,2025,3,False
Morocco,AI Safety,2021,8,True
Africa,AI Safety,2021,46,True
Czechia,AI Safety,2024,21,False
Spain,All,2020,4729,True
Spain,All,2022,5211,True
Kazakhstan,All,2017,112,True
Uzbekistan,All,2016,5,True
Tanzania,All,2024,82,False
Denmark,All,2022,1822,True
Denmark,All,2024,2169,False
Zimbabwe,All,2018,11,True
Asia,All,2022,165858,True
Benin,All,2022,30,True
Malawi,All,2024,35,False
Lesotho,All,2023,2,True
Laos,All,2025,6,False
Bulgaria,All,2016,140,True
Ghana,All,2024,270,False
Congo,All,2017,1,True
Afghanistan,All,2021,17,True
Slovenia,All,2023,423,True
Argentina,All,2018,279,True
El Salvador,All,2016,2,True
Lebanon,All,2016,118,True
Mauritania,All,2020,2,True
Iraq,All,2017,383,True
Bangladesh,All,2024,3177,False
Burkina Faso,All,2022,18,True
Mozambique,All,2025,7,False
Slovakia,All,2020,364,True
Botswana,All,2018,8,True
Kyrgyzstan,All,2017,1,True
Togo,All,2023,7,True
Zambia,All,2019,17,True
Papua New Guinea,All,2016,1,True
Tunisia,All,2020,744,True
Canada,All,2019,5920,True
Peru,All,2019,216,True
Cuba,All,2023,29,True
Myanmar,All,2023,71,True
Austria,All,2016,950,True
Kuwait,All,2023,256,True
Kuwait,All,2025,189,False
Taiwan,Computer Vision,2023,1486,True
North Macedonia,Computer Vision,2017,17,True
United States,Computer Vision,2025,5295,False
Singapore,Computer Vision,2018,619,True
Oman,Computer Vision,2018,16,True
Albania,Computer Vision,2024,8,False
Slovakia,Computer Vision,2018,52,True
Angola,Computer Vision,2024,3,False
Belgium,Computer Vision,2023,463,True
Quad,Computer Vision,2023,32148,True
Brazil,Computer Vision,2023,874,True
Russia,Computer Vision,2024,733,False
Croatia,Computer Vision,2023,115,True
Kenya,Computer Vision,2019,15,True
Canada,Computer Vision,2023,2193,True
Canada,Computer Vision,2025,926,False
Pakistan,Computer Vision,2017,347,True
Armenia,Computer Vision,2017,6,True
Yemen,Computer Vision,2015,11,True
El Salvador,Computer Vision,2023,4,True
Bosnia and Herzegovina,Computer Vision,2022,23,True
Kuwait,Computer Vision,2023,44,True
OECD,Computer Vision,2018,22652,True
Brunei Darussalam,Computer Vision,2019,10,True
Lebanon,Computer Vision,2016,29,True
Asia,Computer Vision,2025,40103,False
Paraguay,Computer Vision,2021,16,True
Comoros,Computer Vision,2025,1,False
Slovenia,Computer Vision,2025,42,False
Poland,Computer Vision,2023,570,True
Malawi,Computer Vision,2019,1,True
Afghanistan,Computer Vision,2021,3,True
Afghanistan,Computer Vision,2025,17,False
Kazakhstan,Computer Vision,2015,25,True
Nepal,Computer Vision,2019,19,True
South Korea,Computer Vision,2018,1501,True
Mali,Computer Vision,2018,1,True
Germany,Computer Vision,2015,1527,True
Sweden,Computer Vision,2019,326,True
Sweden,Computer Vision,2020,362,True
Sweden,Computer Vision,2021,453,True
Congo,Computer Vision,2023,1,True
Liechtenstein,Computer Vision,2019,1,True
Liechtenstein,Computer Vision,2022,4,True
Singapore,Large language models,2018,48,True
Singapore,Large language models,2025,366,False
South and Central America,Large language models,2021,115,True
Bangladesh,Large language models,2016,2,True
Bangladesh,Large language models,2018,2,True
Lebanon,Large language models,2024,16,False
South Korea,Large language models,2023,890,True
Estonia,Large language models,2018,1,True
Spain,Large language models,2017,14,True
Qatar,Large language models,2015,2,True
Ukraine,Large language models,2023,33,True
Brazil,Large language models,2018,19,True
Tunisia,Large language models,2021,12,True
Portugal,Large language models,2021,39,True
Peru,Large language models,2019,1,True
Egypt,Large language models,2025,86,False
Romania,Large language models,2020,36,True
Denmark,Large language models,2022,99,True
Africa,Large language models,2022,140,True
Algeria,Large language models,2022,5,True
Guyana,Large language models,2023,1,True
Ireland,Large language models,2015,3,True
Hungary,Large language models,2021,21,True
Hungary,Large language models,2024,37,False
India,Large language models,2018,80,True
Malaysia,Natural Language Processing,2020,146,True
Kyrgyzstan,Natural Language Processing,2021,6,True
Peru,Natural Language Processing,2017,11,True
Morocco,Natural Language Processing,2022,140,True
Syria,Natural Language Processing,2020,5,True
Cyprus,Natural Language Processing,2022,11,True
Armenia,Natural Language Processing,2015,1,True
Oman,Natural Language Processing,2016,8,True
Oman,Natural Language Processing,2024,35,False
NATO,Natural Language Processing,2022,10879,True
Canada,Natural Language Processing,2021,856,True
El Salvador,Natural Language Processing,2024,1,False
Cuba,Natural Language Processing,2025,2,False
Ireland,Natural Language Processing,2020,204,True
Denmark,Natural Language Processing,2021,242,True
Denmark,Natural Language Processing,2025,83,False
Belarus,Natural Language Processing,2022,6,True
Libya,Natural Language Processing,2019,6,True
Iraq,Natural Language Processing,2024,160,False
Malta,Natural Language Processing,2019,12,True
Greece,Natural Language Processing,2017,85,True
Greece,Natural Language Processing,2024,140,False
Kenya,Natural Language Processing,2019,16,True
Asia,Natural Language Processing,2015,4427,True
Spain,Natural Language Processing,2019,554,True
Spain,Natural Language Processing,2021,608,True
Russia,Natural Language Processing,2022,391,True
Bahrain,Natural Language Processing,2017,1,True
Bahrain,Natural Language Processing,2019,2,True
Iran,Natural Language Processing,2016,82,True
Quad,Natural Language Processing,2021,10119,True
Tunisia,Natural Language Processing,2015,71,True
Kazakhstan,Natural Language Processing,2024,86,False
Afghanistan,Natural Language Processing,2022,6,True
Portugal,Natural Language Processing,2025,61,False
Dominican Republic,Natural Language Processing,2023,1,True
Myanmar,Natural Language Processing,2015,12,True
Bangladesh,Natural Language Processing,2023,326,True
Bangladesh,Natural Language Processing,2025,175,False
South Africa,Natural Language Processing,2018,49,True
South Korea,Natural Language Processing,2020,400,True
Montenegro,Robotics,2017,1,True
Monaco,Robotics,2022,1,True
Portugal,Robotics,2018,304,True
Myanmar,Robotics,2021,3,True
Yemen,Robotics,2017,1,True
Nepal,Robotics,2016,4,True
Mongolia,Robotics,2017,1,True
Colombia,Robotics,2024,82,False
Iceland,Robotics,2021,8,True
India,Robotics,2024,2784,False
Argentina,Robotics,2018,60,True
Bangladesh,Robotics,2024,113,False
Africa,Robotics,2025,333,False
Saudi Arabia,Robotics,2019,112,True
Saudi Arabia,Robotics,2020,161,True
Morocco,Robotics,2024,81,False
Israel,Robotics,2025,84,False
Kuwait,Robotics,2022,17,True
Albania,Robotics,2015,4,True
Greece,Robotics,2023,329,True
Malaysia,Robotics,2018,315,True
Brunei Darussalam,Robotics,2024,8,False
United Arab Emirates,Robotics,2022,192,True
Malta,Robotics,2018,10,True
Uganda,Robotics,2018,1,True
Bahrain,Robotics,2024,12,False
Ethiopia,Robotics,2020,11,True
Poland,Robotics,2025,199,False
Brazil,Robotics,2015,385,True
Germany,Robotics,2019,2142,True
Armenia,AI Safety,2023,1,True
Hungary,AI Safety,2024,21,False
Global Partnership on Artificial Intelligence,AI Safety,2021,4898,True
Argentina,AI Safety,2015,4,True
OECD,AI Safety,2016,1139,True
Japan,AI Safety,2020,134,True
Netherlands,AI Safety,2016,43,True
Belgium,AI Safety,2022,58,True
Bahrain,AI Safety,2025,7,False
Chad,AI Safety,2025,1,False
Russia,AI Safety,2018,16,True
Cambodia,AI Safety,2024,1,False
Bosnia and Herzegovina,AI Safety,2025,4,False
Israel,AI Safety,2016,17,True
Saudi Arabia,AI Safety,2024,124,False
Czechia,AI Safety,2023,24,True
Ukraine,AI Safety,2019,2,True
Egypt,All,2025,1228,False
Panama,All,2021,20,True
Mali,All,2019,2,True
Japan,All,2025,4913,False
Dominica,All,2024,3,False
Chile,All,2021,522,True
Ethiopia,All,2024,465,False
Costa Rica,All,2015,19,True
Tanzania,All,2025,42,False
Liechtenstein,All,2020,14,True
Monaco,All,2021,1,True
Qatar,All,2023,692,True
Honduras,All,2025,10,False
Romania,All,2018,934,True
Senegal,All,2023,73,True
Cyprus,All,2023,423,True
Germany,All,2015,6004,True
Congo,All,2019,4,True
EU,All,2019,39432,True
Mexico,All,2017,908,True
Burundi,All,2019,11,True
Kosovo,All,2018,20,True
New Zealand,All,2019,667,True
Madagascar,All,2018,3,True
NATO,All,2017,60372,True
Burkina Faso,All,2015,2,True
Fiji,All,2024,37,False
Moldova,All,2024,15,False
Moldova,All,2025,9,False
Mongolia,All,2025,34,False
Kyrgyzstan,All,2018,2,True
Africa,All,2022,8276,True
Syria,All,2025,61,False
San Marino,All,2022,2,True
Belize,All,2024,2,False
Guinea,All,2022,1,True
OECD,All,2024,144745,False
Indonesia,All,2023,7162,True
Taiwan,Computer Vision,2025,700,False
Senegal,Computer Vision,2023,16,True
Serbia,Computer Vision,2017,60,True
North Macedonia,Computer Vision,2022,14,True
Five Eyes,Computer Vision,2015,7970,True
Namibia,Computer Vision,2016,1,True
Liberia,Computer Vision,2022,6,True
Guinea,Computer Vision,2023,2,True
Uzbekistan,Computer Vision,2022,40,True
Zambia,Computer Vision,2015,1,True
Saint Kitts and Nevis,Computer Vision,2024,4,False
Thailand,Computer Vision,2023,512,True
Brazil,Computer Vision,2025,386,False
Russia,Computer Vision,2022,811,True
Pakistan,Computer Vision,2019,595,True
EU,Computer Vision,2017,7076,True
Tunisia,Computer Vision,2018,241,True
Yemen,Computer Vision,2024,39,False
Iceland,Computer Vision,2023,38,True
Ukraine,Computer Vision,2017,149,True
Uruguay,Computer Vision,2024,15,False
Austria,Computer Vision,2020,329,True
Cameroon,Computer Vision,2016,2,True
Cameroon,Computer Vision,2024,26,False
Denmark,Computer Vision,2018,163,True
Denmark,Computer Vision,2021,327,True
Turkey,Computer Vision,2022,1197,True
Qatar,Computer Vision,2024,143,False
Algeria,Computer Vision,2025,113,False
Benin,Computer Vision,2025,3,False
Oceania,Computer Vision,2020,1993,True
Oceania,Computer Vision,2021,2225,True
Uganda,Computer Vision,2024,30,False
Nepal,Computer Vision,2022,47,True
Laos,Computer Vision,2024,2,False
Portugal,Computer Vision,2021,415,True
Japan,Large language models,2020,372,True
South and Central America,Large language models,2025,162,False
Morocco,Large language models,2021,22,True
Poland,Large language models,2024,88,False
Cyprus,Large language models,2019,2,True
Latvia,Large language models,2023,6,True
Uganda,Large language models,2024,7,False
EU,Large language models,2015,83,True
EU,Large language models,2022,1899,True
Ukraine,Large language models,2016,1,True
Taiwan,Large language models,2015,10,True
Peru,Large language models,2015,1,True
Kenya,Large language models,2023,9,True
Nepal,Large language models,2019,2,True
Madagascar,Large language models,2015,1,True
Armenia,Large language models,2025,1,False
Uzbekistan,Large language models,2021,3,True
Saudi Arabia,Large language models,2018,3,True
Africa,Large language models,2021,108,True
Israel,Large language models,2019,86,True
Slovakia,Large language models,2018,3,True
Pakistan,Large language models,2021,32,True
Germany,Large language models,2020,416,True
Sweden,Large language models,2025,89,False
Hungary,Large language models,2016,2,True
Uruguay,Large language models,2024,4,False
Quad,Large language models,2018,1111,True
Zimbabwe,Natural Language Processing,2017,1,True
Iceland,Natural Language Processing,2022,10,True
Trinidad and Tobago,Natural Language Processing,2024,2,False
Peru,Natural Language Processing,2015,7,True
North Macedonia,Natural Language Processing,2015,8,True
United States,Natural Language Processing,2019,4853,True
Italy,Natural Language Processing,2023,696,True
Nigeria,Natural Language Processing,2019,35,True
NATO,Natural Language Processing,2020,11917,True
Cameroon,Natural Language Processing,2023,11,True
Finland,Natural Language Processing,2015,70,True
Sudan,Natural Language Processing,2015,4,True
Sudan,Natural Language Processing,2021,13,True
Belgium,Natural Language Processing,2015,186,True
Libya,Natural Language Processing,2021,12,True
Niger,Natural Language Processing,2016,1,True
OECD,Natural Language Processing,2020,13899,True
Indonesia,Natural Language Processing,2015,88,True
Indonesia,Natural Language Processing,2022,739,True
Australia,Natural Language Processing,2015,257,True
Bolivia,Natural Language Processing,2021,1,True
Five Eyes,Natural Language Processing,2023,9170,True
Five Eyes,Natural Language Processing,2025,3418,False
Greece,Natural Language Processing,2019,104,True
Kenya,Natural Language Processing,2024,21,False
Brazil,Natural Language Processing,2022,269,True
Brazil,Natural Language Processing,2025,102,False
Estonia,Natural Language Processing,2015,14,True
Liechtenstein,Natural Language Processing,2022,1,True
Poland,Natural Language Processing,2023,284,True
Kuwait,Natural Language Processing,2024,27,False
Slovakia,Natural Language Processing,2024,32,False
Slovenia,Natural Language Processing,2020,63,True
Bahamas,Natural Language Processing,2022,1,True
Kazakhstan,Natural Language Processing,2025,57,False
Netherlands,Natural Language Processing,2020,565,True
Myanmar,Natural Language Processing,2021,13,True
Thailand,Natural Language Processing,2025,61,False
China (mainland),Natural Language Processing,2023,7907,True
Uzbekistan,Robotics,2025,9,False
Bosnia and Herzegovina,Robotics,2017,23,True
Lithuania,Robotics,2023,37,True
Cameroon,Robotics,2019,2,True
Hungary,Robotics,2020,145,True
Nepal,Robotics,2017,1,True
Spain,Robotics,2023,965,True
Panama,Robotics,2024,9,False
Mongolia,Robotics,2022,7,True
Namibia,Robotics,2024,1,False
Switzerland,Robotics,2025,288,False
Cyprus,Robotics,2022,45,True
Kazakhstan,Robotics,2023,85,True
Norway,Robotics,2016,115,True
Saudi Arabia,Robotics,2021,185,True
Tajikistan,Robotics,2024,1,False
EU,Robotics,2023,10041,True
New Zealand,Robotics,2018,117,True
New Zealand,Robotics,2024,83,False
Congo,Robotics,2018,1,True
Poland,Robotics,2024,356,False
San Marino,Robotics,2025,1,False
Brazil,Robotics,2019,666,True
Oman,Robotics,2018,11,True
Germany,Robotics,2016,1752,True
Spain,AI Safety,2017,34,True
EU,AI Safety,2019,929,True
Bulgaria,AI Safety,2023,6,True
Switzerland,AI Safety,2025,78,False
Portugal,AI Safety,2023,46,True
Brunei Darussalam,AI Safety,2025,2,False
Canada,AI Safety,2016,58,True
Qatar,AI Safety,2018,5,True
Australia,AI Safety,2025,207,False
Latvia,AI Safety,2024,2,False
Taiwan,AI Safety,2022,25,True
Cameroon,AI Safety,2025,4,False
Italy,AI Safety,2023,238,True
Ghana,AI Safety,2023,5,True
Africa,AI Safety,2016,15,True
Swaziland,AI Safety,2025,1,False
Trinidad and Tobago,AI Safety,2024,1,False
Spain,All,2023,5827,True
Egypt,All,2021,1956,True
Egypt,All,2024,2378,False
Swaziland,All,2019,2,True
Ethiopia,All,2020,125,True
Niger,All,2015,1,True
Luxembourg,All,2018,176,True
Philippines,All,2019,454,True
Benin,All,2015,7,True
Iceland,All,2024,90,False
Bhutan,All,2015,1,True
Lesotho,All,2022,1,True
Antigua and Barbuda,All,2024,6,False
Afghanistan,All,2018,2,True
Afghanistan,All,2022,46,True
Afghanistan,All,2023,44,True
Lithuania,All,2019,138,True
Lithuania,All,2025,178,False
Libya,All,2015,15,True
Libya,All,2020,54,True
Turkmenistan,All,2024,3,False
El Salvador,All,2015,3,True
El Salvador,All,2020,8,True
Lebanon,All,2023,588,True
Malta,All,2016,61,True
Mauritania,All,2016,2,True
Dominican Republic,All,2016,2,True
Morocco,All,2021,1007,True
Belgium,All,2019,1355,True
Uganda,All,2023,100,True
Bahamas,All,2018,1,True
Bangladesh,All,2019,1112,True
Armenia,All,2021,43,True
India,All,2019,16059,True
Norway,All,2018,828,True
Hungary,All,2017,309,True
Georgia,All,2025,39,False
Botswana,All,2017,12,True
Cape Verde,All,2018,2,True
Sudan,All,2015,44,True
Sudan,All,2021,95,True
Cuba,All,2022,41,True
Grenada,All,2022,1,True
OECD,All,2018,89927,True
Senegal,Computer Vision,2024,20,False
Papua New Guinea,Computer Vision,2021,6,True
Switzerland,Computer Vision,2016,469,True
United States,Computer Vision,2024,11123,False
Myanmar,Computer Vision,2021,26,True
Czechia,Computer Vision,2025,92,False
Iraq,Computer Vision,2018,229,True
Iraq,Computer Vision,2023,881,True
Bulgaria,Computer Vision,2016,25,True
Egypt,Computer Vision,2019,342,True
Rwanda,Computer Vision,2025,32,False
Europe,Computer Vision,2023,19707,True
Belgium,Computer Vision,2024,405,False
Quad,Computer Vision,2016,12332,True
Nigeria,Computer Vision,2019,103,True
Ghana,Computer Vision,2024,71,False
Uruguay,Computer Vision,2020,14,True
Mexico,Computer Vision,2019,333,True
Greece,Computer Vision,2023,449,True
Lebanon,Computer Vision,2017,33,True
Lebanon,Computer Vision,2018,51,True
Mauritius,Computer Vision,2025,3,False
Turkey,Computer Vision,2020,750,True
New Zealand,Computer Vision,2015,118,True
North America and the Caribbean,Computer Vision,2017,7125,True
Poland,Computer Vision,2017,444,True
Malawi,Computer Vision,2023,10,True
Chile,Computer Vision,2015,55,True
Luxembourg,Computer Vision,2025,20,False
Oceania,Computer Vision,2022,2073,True
Venezuela,Computer Vision,2017,6,True
Venezuela,Computer Vision,2021,9,True
Netherlands,Computer Vision,2016,444,True
Kazakhstan,Computer Vision,2020,46,True
Costa Rica,Computer Vision,2025,4,False
Mali,Computer Vision,2020,2,True
Gabon,Computer Vision,2021,1,True
Japan,Large language models,2022,467,True
Singapore,Large language models,2015,8,True
South and Central America,Large language models,2017,8,True
Spain,Large language models,2016,16,True
Switzerland,Large language models,2015,5,True
Qatar,Large language models,2022,20,True
Ukraine,Large language models,2021,15,True
Norway,Large language models,2017,1,True
France,Large language models,2023,520,True
Kazakhstan,Large language models,2017,1,True
Azerbaijan,Large language models,2018,1,True
Turkey,Large language models,2023,133,True
Global Partnership on Artificial Intelligence,Large language models,2017,765,True
Portugal,Large language models,2015,3,True
Uzbekistan,Large language models,2025,14,False
Saudi Arabia,Large language models,2015,1,True
Africa,Large language models,2023,272,True
Israel,Large language models,2018,40,True
Oman,Large language models,2022,4,True
Swaziland,Large language models,2024,1,False
Slovakia,Large language models,2023,16,True
Tanzania,Large language models,2023,2,True
Sudan,Large language models,2021,2,True
Cameroon,Large language models,2024,2,False
Netherlands,Large language models,2017,20,True
Sweden,Natural Language Processing,2024,164,False
Oceania,Natural Language Processing,2022,591,True
Tajikistan,Natural Language Processing,2023,1,True
Mongolia,Natural Language Processing,2015,5,True
Switzerland,Natural Language Processing,2022,360,True
Austria,Natural Language Processing,2023,193,True
Kosovo,Natural Language Processing,2022,5,True
Saint Lucia,Natural Language Processing,2024,5,False
Hungary,Natural Language Processing,2025,39,False
Zambia,Natural Language Processing,2021,3,True
Sudan,Natural Language Processing,2024,4,False
Libya,Natural Language Processing,2018,4,True
OECD,Natural Language Processing,2021,15011,True
Singapore,Natural Language Processing,2017,193,True
Georgia,Natural Language Processing,2018,6,True
Namibia,Natural Language Processing,2021,3,True
Saudi Arabia,Natural Language Processing,2023,468,True
Burundi,Natural Language Processing,2023,3,True
Cambodia,Natural Language Processing,2021,4,True
Germany,Natural Language Processing,2020,1515,True
Netherlands,Natural Language Processing,2025,211,False
Israel,Natural Language Processing,2024,198,False
Sudan,Robotics,2017,11,True
Czechia,Robotics,2021,198,True
Costa Rica,Robotics,2025,7,False
Lithuania,Robotics,2017,15,True
Cameroon,Robotics,2020,13,True
France,Robotics,2022,1231,True
Sweden,Robotics,2018,371,True
Saint Kitts and Nevis,Robotics,2024,3,False
Five Eyes,Robotics,2023,11298,True
Myanmar,Robotics,2023,5,True
Hungary,Robotics,2018,110,True
Hungary,Robotics,2019,117,True
Philippines,Robotics,2024,78,False
Slovakia,Robotics,2019,100,True
South and Central America,Robotics,2020,1016,True
China (mainland),Robotics,2017,5054,True
Colombia,Robotics,2018,157,True
Croatia,Robotics,2018,61,True
Asia,Robotics,2022,24218,True
Quad,Robotics,2025,7073,False
Morocco,Robotics,2019,41,True
Uruguay,Robotics,2018,3,True
Iran,Robotics,2023,423,True
Austria,Robotics,2016,211,True
Nigeria,Robotics,2015,11,True
Brunei Darussalam,Robotics,2020,6,True
Ecuador,Robotics,2016,39,True
Bulgaria,Robotics,2023,89,True
Poland,Robotics,2016,394,True
Latvia,Robotics,2020,15,True
Germany,Robotics,2017,1825,True
Pakistan,Robotics,2024,194,False
Botswana,Robotics,2019,2,True
Venezuela,Robotics,2024,6,False
Armenia,AI Safety,2024,2,False
Malawi,AI Safety,2024,1,False
EU,AI Safety,2016,347,True
EU,AI Safety,2023,1750,True
EU,AI Safety,2024,2051,False
Iceland,AI Safety,2021,1,True
Indonesia,AI Safety,2016,3,True
Europe,AI Safety,2015,473,True
Europe,AI Safety,2023,2352,True
Brazil,AI Safety,2016,17,True
Turkey,AI Safety,2015,9,True
North America and the Caribbean,AI Safety,2015,535,True
Colombia,AI Safety,2023,12,True
Colombia,AI Safety,2025,7,False
Venezuela,AI Safety,2024,1,False
Kazakhstan,All,2022,310,True
Dominica,All,2023,2,True
Oman,All,2015,38,True
Liechtenstein,All,2016,2,True
Denmark,All,2016,699,True
Honduras,All,2023,38,True
Maldives,All,2019,2,True
South and Central America,All,2020,6003,True
Cyprus,All,2020,268,True
Guinea-Bissau,All,2018,1,True
Slovenia,All,2022,360,True
Slovenia,All,2024,395,False
Argentina,All,2024,282,False
Netherlands,All,2023,4521,True
Morocco,All,2023,1337,True
Serbia,All,2019,338,True
Portugal,All,2023,2005,True
New Zealand,All,2022,782,True
Uganda,All,2022,52,True
Burkina Faso,All,2016,2,True
Burkina Faso,All,2017,2,True
Norway,All,2025,762,False
Guatemala,All,2022,4,True
Namibia,All,2021,20,True
Papua New Guinea,All,2022,12,True
Brazil,All,2015,2078,True
Peru,All,2024,470,False
Mauritius,All,2018,21,True
United Arab Emirates,All,2020,1023,True
Myanmar,All,2022,26,True
OECD,All,2025,72716,False
Austria,All,2024,1775,False
Liberia,Computer Vision,2023,1,True
Europe,Computer Vision,2022,17644,True
Zambia,Computer Vision,2025,3,False
Thailand,Computer Vision,2020,304,True
Samoa,Computer Vision,2024,1,False
Equatorial Guinea,Computer Vision,2020,1,True
NATO,Computer Vision,2023,28622,True
Armenia,Computer Vision,2019,6,True
Japan,Computer Vision,2024,2968,False
Global Partnership on Artificial Intelligence,Computer Vision,2024,50586,False
Côte d'Ivoire,Computer Vision,2024,9,False
North Korea,Computer Vision,2015,1,True
Kuwait,Computer Vision,2018,18,True
Brunei Darussalam,Computer Vision,2017,3,True
Brunei Darussalam,Computer Vision,2020,10,True
Lebanon,Computer Vision,2025,41,False
Montenegro,Computer Vision,2018,3,True
Montenegro,Computer Vision,2023,11,True
Turkey,Computer Vision,2015,513,True
North America and the Caribbean,Computer Vision,2019,11053,True
Mauritania,Computer Vision,2024,2,False
Vietnam,Computer Vision,2018,218,True
Fiji,Computer Vision,2025,2,False
Honduras,Computer Vision,2019,1,True
Honduras,Computer Vision,2025,3,False
Grenada,Computer Vision,2024,1,False
Netherlands,Computer Vision,2019,691,True
Madagascar,Computer Vision,2023,4,True
Nepal,Computer Vision,2018,8,True
China (mainland),Computer Vision,2018,15598,True
Jordan,Large language models,2021,17,True
Bosnia and Herzegovina,Large language models,2024,1,False
South Africa,Large language models,2021,18,True
OECD,Large language models,2017,753,True
Ecuador,Large language models,2021,3,True
Global Partnership on Artificial Intelligence,Large language models,2020,5457,True
Portugal,Large language models,2018,7,True
Portugal,Large language models,2020,25,True
Liechtenstein,Large language models,2023,1,True
Greece,Large language models,2017,3,True
Iran,Large language models,2021,58,True
Canada,Large language models,2019,177,True
Ghana,Large language models,2023,6,True
Austria,Large language models,2019,8,True
Slovakia,Large language models,2017,2,True
Nigeria,Large language models,2019,2,True
Australia,Large language models,2023,745,True
Thailand,Large language models,2018,2,True
Thailand,Large language models,2024,78,False
Thailand,Large language models,2025,56,False
Bulgaria,Large language models,2021,6,True
Colombia,Large language models,2024,18,False
NATO,Large language models,2019,2635,True
Malaysia,Large language models,2025,96,False
Cuba,Large language models,2025,2,False
Zimbabwe,Natural Language Processing,2022,4,True
Turkey,Natural Language Processing,2025,234,False
Sri Lanka,Natural Language Processing,2016,24,True
Iceland,Natural Language Processing,2020,19,True
Belize,Natural Language Processing,2020,1,True
Costa Rica,Natural Language Processing,2017,7,True
Switzerland,Natural Language Processing,2021,408,True
Austria,Natural Language Processing,2022,150,True
Kosovo,Natural Language Processing,2025,2,False
North Korea,Natural Language Processing,2015,1,True
Romania,Natural Language Processing,2017,129,True
Angola,Natural Language Processing,2024,2,False
Croatia,Natural Language Processing,2018,46,True
Jordan,Natural Language Processing,2018,54,True
Hungary,Natural Language Processing,2024,66,False
Japan,Natural Language Processing,2017,639,True
Botswana,Natural Language Processing,2024,14,False
Finland,Natural Language Processing,2020,175,True
New Zealand,Natural Language Processing,2019,53,True
Bhutan,Natural Language Processing,2016,1,True
Belgium,Natural Language Processing,2021,193,True
OECD,Natural Language Processing,2023,15976,True
Bulgaria,Natural Language Processing,2016,26,True
Iraq,Natural Language Processing,2021,85,True
