country,field,year,disclosed_investment,complete
Canada,Speech Recognition,2020,1,True
Ireland,Speech Recognition,2016,0,True
Belgium,Speech Recognition,2018,0,True
United States,Speech Recognition,2024,133,True
India,Speech Recognition,2018,1,True
Poland,Sports,2019,2,True
Poland,Sports,2020,3,True
Israel,Transportation,2017,42,True
Austria,Transportation,2023,4,True
Turkey,Transportation,2017,1,True
United Arab Emirates,Transportation,2017,1,True
United States,Transportation,2016,1980,True
Bulgaria,Transportation,2023,3,True
Egypt,Transportation,2018,0,True
Italy,Transportation,2021,1,True
United Kingdom,Transportation,2022,231,True
Argentina,Agriculture,2019,1,True
Uganda,Agriculture,2022,0,True
Germany,All,2024,2414,True
Greece,All,2019,6,True
Portugal,All,2017,53,True
France,All,2016,157,True
South Africa,All,2017,73,True
Slovenia,All,2025,9,False
Norway,All,2016,2,True
Malaysia,All,2018,23,True
Netherlands,All,2015,47,True
Philippines,All,2024,37,True
Algeria,All,2022,0,True
India,All,2020,20490,True
Estonia,All,2021,93,True
Israel,All,2017,474,True
Thailand,All,2017,3,True
United States,All,2017,13973,True
United States,Biotechnology,2021,2714,True
United States,Biotechnology,2024,1029,True
United Kingdom,Biotechnology,2024,37,True
Argentina,Biotechnology,2022,1,True
Ireland,Community and Lifestyle,2023,1,True
Turkey,Community and Lifestyle,2023,1,True
South Korea,Community and Lifestyle,2021,1735,True
Spain,Community and Lifestyle,2023,6,True
Canada,Community and Lifestyle,2021,83,True
Brazil,Community and Lifestyle,2020,1,True
United Arab Emirates,Community and Lifestyle,2015,0,True
Chile,Community and Lifestyle,2023,0,True
Belgium,Computer Vision,2021,0,True
Greece,Computer Vision,2023,110,True
France,Computer Vision,2021,1,True
Australia,Computer Vision,2016,0,True
Germany,Consumer goods,2019,1,True
Canada,Consumer goods,2015,3,True
Portugal,Consumer goods,2020,0,True
Saudi Arabia,Consumer goods,2023,2,True
Israel,Consumer goods,2022,100,True
Norway,Consumer goods,2019,10,True
Spain,Consumer goods,2019,2,True
Switzerland,Consumer goods,2022,15,True
United Kingdom,Consumer goods,2021,42,True
Romania,Consumer goods,2025,3,False
United States,Cyber Security,2022,884,True
Portugal,Cyber Security,2023,0,True
Chile,Cyber Security,2022,0,True
Switzerland,Cyber Security,2023,0,True
India,Data and analytics,2017,37,True
Hungary,Data and analytics,2018,6,True
Hungary,Data and analytics,2019,5,True
Panama,Data and analytics,2024,0,True
Pakistan,Data and analytics,2024,0,True
New Zealand,Data and analytics,2025,46,False
Switzerland,Data and analytics,2019,216,True
Switzerland,Data and analytics,2020,97,True
Kazakhstan,Data and analytics,2021,1,True
Estonia,Data and analytics,2021,45,True
Chile,Data and analytics,2025,3,False
South Korea,Data and analytics,2025,172,False
Russia,Data and analytics,2023,1,True
China (mainland),Data and analytics,2020,2257,True
China (mainland),Data and analytics,2024,5335,True
Nigeria,Data and analytics,2017,0,True
Luxembourg,Data and analytics,2016,0,True
Brazil,Data and analytics,2022,511,True
Hungary,Education,2022,0,True
New Zealand,Education,2019,0,True
Brazil,Education,2020,1,True
Italy,Education,2024,0,True
Germany,Education,2025,6,False
Sweden,Education,2019,10,True
India,Energy and natural resources,2017,0,True
Israel,Energy and natural resources,2023,18,True
Estonia,Energy and natural resources,2024,3,True
Philippines,Energy and natural resources,2024,0,True
Germany,Energy and natural resources,2025,25,False
Finland,Energy and natural resources,2015,0,True
Japan,Energy and natural resources,2025,10,False
Spain,Energy and natural resources,2019,5,True
South Korea,Facial Recognition,2021,0,True
Belgium,Finance,2020,6,True
Brazil,Finance,2019,8,True
Brazil,Finance,2022,286,True
Romania,Finance,2019,0,True
Indonesia,Finance,2021,0,True
Malaysia,Finance,2021,50,True
Switzerland,Finance,2022,16,True
Ireland,Finance,2018,0,True
United States,Finance,2022,9472,True
South Korea,Finance,2018,5,True
Israel,Finance,2022,112,True
Belize,Finance,2022,20,True
United Arab Emirates,Gaming,2025,2,False
South Korea,Gaming,2018,0,True
South Korea,Gaming,2021,1,True
Canada,Gaming,2023,3,True
Bangladesh,General purpose,2024,0,True
Thailand,General purpose,2023,7,True
France,General purpose,2023,463,True
Jordan,General purpose,2022,0,True
Portugal,General purpose,2016,3,True
Cyprus,General purpose,2023,0,True
United Arab Emirates,General purpose,2017,7,True
United Arab Emirates,General purpose,2019,12,True
Botswana,General purpose,2016,0,True
South Africa,General purpose,2019,5,True
United Kingdom,General purpose,2022,1677,True
Canada,General purpose,2015,54,True
Azerbaijan,General purpose,2025,0,False
Greece,General purpose,2016,5,True
Latvia,General purpose,2018,0,True
Belarus,General purpose,2022,0,True
Ghana,General purpose,2022,1,True
Saudi Arabia,General purpose,2020,12,True
India,General purpose,2019,261,True
Malaysia,General purpose,2025,60,False
Indonesia,General purpose,2019,3,True
Argentina,General purpose,2018,0,True
Spain,General purpose,2016,39,True
Lithuania,Hardware,2019,1,True
Brazil,Hardware,2017,2,True
Sweden,Hardware,2025,13,False
Netherlands,Hardware,2016,9,True
Netherlands,Hardware,2021,104,True
Netherlands,Hardware,2023,179,True
Germany,Hardware,2022,183,True
Canada,Hardware,2020,145,True
Netherlands,Healthcare and Life Sciences,2025,4,False
Austria,Information Technology,2021,36,True
Qatar,Information Technology,2023,0,True
Indonesia,Information Technology,2021,75,True
Iceland,Information Technology,2020,3,True
Belgium,Information Technology,2019,22,True
Latvia,Information Technology,2020,3,True
Uganda,Information Technology,2022,0,True
Russia,Information Technology,2019,10,True
Russia,Information Technology,2021,2,True
Kazakhstan,Information Technology,2021,1,True
Portugal,Information Technology,2018,0,True
Canada,Information Technology,2016,40,True
Azerbaijan,Information Technology,2025,0,False
Israel,Information Technology,2021,653,True
China (mainland),Lending and Investments,2018,41,True
Canada,Lending and Investments,2018,3,True
Austria,Lending and Investments,2024,3,True
Austria,Lending and Investments,2025,3,False
South Korea,Lending and Investments,2020,1,True
Australia,Manufacturing,2021,1,True
Germany,Manufacturing,2024,65,True
Italy,Manufacturing,2021,0,True
Egypt,Manufacturing,2025,0,False
Norway,Manufacturing,2022,113,True
France,Manufacturing,2015,3,True
France,Manufacturing,2020,4,True
Peru,Media and Entertainment,2017,0,True
Italy,Media and Entertainment,2016,2,True
Brazil,Media and Entertainment,2020,0,True
Finland,Media and Entertainment,2023,0,True
France,Media and Entertainment,2020,2,True
Spain,Media and Entertainment,2019,17,True
Ireland,"Military, public safety and government",2017,0,True
Switzerland,"Military, public safety and government",2021,1,True
Switzerland,"Military, public safety and government",2022,3,True
Singapore,"Mobile, platforms & Internet services",2024,546,True
Bangladesh,"Mobile, platforms & Internet services",2023,0,True
Canada,"Mobile, platforms & Internet services",2020,125,True
Italy,"Mobile, platforms & Internet services",2018,4,True
Taiwan,"Mobile, platforms & Internet services",2018,2,True
Taiwan,"Mobile, platforms & Internet services",2024,24,True
Malaysia,"Mobile, platforms & Internet services",2019,1,True
Slovakia,"Mobile, platforms & Internet services",2024,5,True
Cyprus,"Mobile, platforms & Internet services",2021,2,True
China (mainland),NLP,2020,35,True
Norway,NLP,2017,8,True
India,NLP,2015,0,True
Turkey,NLP,2021,0,True
United Kingdom,NLP,2016,5,True
Finland,NLP,2017,1,True
Belgium,NLP,2024,4,True
Norway,Navigation and mapping,2021,7,True
Israel,Navigation and mapping,2023,1,True
Australia,Navigation and mapping,2019,6,True
France,Other,2021,29,True
Argentina,Other,2022,2,True
Bulgaria,Other,2023,4,True
Australia,Other,2015,3,True
Vietnam,Other,2022,0,True
Italy,Other,2022,1,True
India,Other,2021,64,True
Ireland,Other,2017,2,True
Sweden,Other,2016,5,True
South Korea,Other,2015,0,True
South Korea,Other,2021,25,True
Portugal,Privacy and Security,2019,1,True
Portugal,Privacy and Security,2024,1,True
Australia,Privacy and Security,2024,1,True
South Korea,Privacy and Security,2022,16,True
Belgium,Professional services,2021,15,True
Japan,Professional services,2016,624,True
Japan,Professional services,2024,38,True
United Kingdom,Professional services,2024,174,True
Ukraine,Professional services,2022,0,True
Australia,Professional services,2015,0,True
Netherlands,Professional services,2020,13,True
Egypt,Professional services,2024,1,True
Ireland,Professional services,2018,0,True
Ireland,Professional services,2025,8,False
Sweden,Professional services,2024,47,True
Germany,Professional services,2018,11,True
Austria,Real estate,2019,0,True
South Korea,Real estate,2022,9,True
Germany,Real estate,2016,2,True
France,Robotics,2015,4,True
India,Robotics,2016,0,True
Poland,"Sales, retail, commerce, marketing",2020,42,True
Norway,"Sales, retail, commerce, marketing",2022,2,True
Nigeria,"Sales, retail, commerce, marketing",2018,5,True
South Korea,"Sales, retail, commerce, marketing",2016,0,True
Turkey,"Sales, retail, commerce, marketing",2020,1,True
Turkey,"Sales, retail, commerce, marketing",2025,0,False
New Zealand,"Sales, retail, commerce, marketing",2020,3,True
United Kingdom,"Sales, retail, commerce, marketing",2017,54,True
Bulgaria,"Sales, retail, commerce, marketing",2016,0,True
Israel,"Sales, retail, commerce, marketing",2016,88,True
Israel,"Sales, retail, commerce, marketing",2020,23,True
Belgium,"Sales, retail, commerce, marketing",2021,22,True
Taiwan,Semiconductor,2020,20,True
Slovenia,Simulation,2016,0,True
France,Simulation,2025,2,False
Poland,Simulation,2020,0,True
Romania,Software,2019,3,True
Turkey,Software,2015,100,True
United Arab Emirates,Software,2017,7,True
Australia,Software,2016,23,True
Portugal,Software,2021,65,True
Iran,Software,2020,0,True
Bangladesh,Software,2018,0,True
Cyprus,Software,2019,2,True
United States,Software,2015,7705,True
Uganda,Software,2020,0,True
Denmark,Software,2024,68,True
South Africa,Software,2023,14,True
Poland,Software,2019,14,True
Austria,Software,2019,12,True
Luxembourg,Software,2023,1,True
Paraguay,Software,2024,0,True
Denmark,Speech Recognition,2018,2,True
China (mainland),Speech Recognition,2020,100,True
India,Sports,2017,0,True
Ireland,Sports,2019,3,True
Japan,Sports,2020,0,True
Slovakia,Telecommunications,2019,1,True
Portugal,Transportation,2021,6,True
Israel,Transportation,2022,80,True
Japan,Transportation,2021,42,True
Sweden,Transportation,2016,0,True
Estonia,Transportation,2018,0,True
Czechia,Transportation,2025,1,False
United States,Transportation,2015,3975,True
Singapore,Transportation,2024,5,True
Brazil,Transportation,2021,10,True
United Kingdom,Transportation,2019,44,True
India,Transportation,2018,3,True
Switzerland,Agriculture,2015,0,True
Paraguay,Agriculture,2024,0,True
United Kingdom,Agriculture,2016,1,True
United Kingdom,Agriculture,2017,2,True
Germany,Agriculture,2017,2,True
Australia,Agriculture,2020,3,True
Germany,All,2015,1022,True
Portugal,All,2016,12,True
Colombia,All,2019,4,True
Colombia,All,2020,4,True
Italy,All,2017,7,True
Ukraine,All,2019,7,True
Slovakia,All,2024,29,True
Côte d'Ivoire,All,2023,0,True
Mexico,All,2015,2,True
Mexico,All,2022,286,True
India,All,2017,112,True
Israel,All,2018,659,True
China (mainland),All,2018,6151,True
Thailand,All,2019,4,True
Bulgaria,All,2021,4,True
Lebanon,All,2019,0,True
Switzerland,All,2017,109,True
Ireland,Biotechnology,2021,6,True
Chile,Biotechnology,2024,0,True
India,Biotechnology,2024,1,True
Switzerland,Biotechnology,2020,2,True
Ireland,Community and Lifestyle,2024,26,True
South Africa,Community and Lifestyle,2024,0,True
Sweden,Community and Lifestyle,2023,3,True
Cyprus,Community and Lifestyle,2023,0,True
Chile,Community and Lifestyle,2017,1,True
United States,Community and Lifestyle,2016,235,True
Canada,Computer Vision,2023,0,True
Russia,Computer Vision,2015,0,True
Spain,Computer Vision,2017,1,True
Mexico,Computer Vision,2024,1,True
Germany,Consumer goods,2022,42,True
Germany,Consumer goods,2023,108,True
Canada,Consumer goods,2024,79,True
South Korea,Consumer goods,2022,14,True
Israel,Consumer goods,2024,35,True
Netherlands,Consumer goods,2023,5,True
Netherlands,Consumer goods,2024,3,True
Turkey,Consumer goods,2023,1,True
Poland,Cyber Security,2019,1,True
United States,Cyber Security,2025,1006,False
Canada,Cyber Security,2016,1,True
Canada,Cyber Security,2019,5,True
France,Cyber Security,2018,7,True
Lithuania,Cyber Security,2025,0,False
Germany,Cyber Security,2024,2,True
Switzerland,Cyber Security,2025,0,False
Germany,Data and analytics,2025,1821,False
Malaysia,Data and analytics,2020,5,True
Iceland,Data and analytics,2017,2,True
Indonesia,Data and analytics,2022,6,True
Canada,Data and analytics,2015,57,True
Switzerland,Data and analytics,2016,4,True
Philippines,Data and analytics,2018,1,True
Finland,Data and analytics,2021,82,True
South Korea,Data and analytics,2015,10,True
Nigeria,Data and analytics,2023,2,True
South Africa,Data and analytics,2019,5,True
Turkey,Data and analytics,2017,2,True
Turkey,Data and analytics,2022,8,True
Sweden,Data and analytics,2018,51,True
Luxembourg,Data and analytics,2023,1,True
United States,Data and analytics,2017,6164,True
Israel,Data and analytics,2017,163,True
Saudi Arabia,Data and analytics,2017,14,True
Slovenia,Data and analytics,2019,0,True
Singapore,Education,2018,1,True
Kenya,Education,2020,1,True
Estonia,Energy and natural resources,2016,0,True
United States,Energy and natural resources,2022,423,True
United States,Energy and natural resources,2024,258,True
United Kingdom,Energy and natural resources,2023,28,True
Norway,Energy and natural resources,2023,0,True
Singapore,Energy and natural resources,2019,1,True
Singapore,Energy and natural resources,2020,1,True
Sri Lanka,Energy and natural resources,2024,0,True
Sri Lanka,Energy and natural resources,2025,0,False
Chile,Energy and natural resources,2019,0,True
Canada,Energy and natural resources,2025,39,False
Finland,Facial Recognition,2017,1,True
Belgium,Finance,2016,1,True
Poland,Finance,2019,2,True
Germany,Finance,2015,215,True
Mexico,Finance,2024,4,True
Mexico,Finance,2025,55,False
United States,Finance,2023,2102,True
Israel,Finance,2025,48,False
United Kingdom,Finance,2017,160,True
Thailand,Finance,2017,1,True
Australia,Gaming,2020,0,True
United States,Gaming,2021,56,True
Czechia,General purpose,2019,15,True
Uzbekistan,General purpose,2024,0,True
Italy,General purpose,2019,5,True
Italy,General purpose,2021,67,True
Panama,General purpose,2023,0,True
Greece,General purpose,2025,4,False
Ukraine,General purpose,2025,0,False
Colombia,General purpose,2025,1,False
India,General purpose,2020,152,True
Israel,General purpose,2016,160,True
Israel,General purpose,2025,914,False
Lithuania,General purpose,2025,9,False
Slovakia,General purpose,2017,6,True
Poland,General purpose,2015,2,True
Argentina,General purpose,2024,2,True
Finland,General purpose,2024,677,True
Israel,Hardware,2018,92,True
United Arab Emirates,Hardware,2024,5,True
France,Hardware,2025,254,False
Belgium,Hardware,2023,2,True
Saudi Arabia,Hardware,2017,2,True
Austria,Hardware,2016,1,True
Mexico,Hardware,2022,2,True
South Korea,Hardware,2015,2,True
South Korea,Hardware,2024,148,True
Malta,Hardware,2018,0,True
Brazil,Healthcare and Life Sciences,2022,6,True
Lithuania,Healthcare and Life Sciences,2024,1,True
Portugal,Healthcare and Life Sciences,2023,6,True
Slovakia,Healthcare and Life Sciences,2023,1,True
Norway,Healthcare and Life Sciences,2019,2,True
Sweden,Healthcare and Life Sciences,2021,10,True
Taiwan,Healthcare and Life Sciences,2024,17,True
Mongolia,Information Technology,2024,0,True
Poland,Information Technology,2017,5,True
Argentina,Information Technology,2019,0,True
New Zealand,Information Technology,2016,1,True
Estonia,Information Technology,2016,2,True
Hungary,Information Technology,2018,5,True
Bulgaria,Information Technology,2017,0,True
Netherlands,Information Technology,2025,73,False
Portugal,Information Technology,2024,7,True
Canada,Information Technology,2017,34,True
Romania,Information Technology,2019,1,True
Poland,Lending and Investments,2019,0,True
United Kingdom,Lending and Investments,2019,43,True
Spain,Lending and Investments,2017,1,True
China (mainland),Lending and Investments,2016,61,True
Singapore,Lending and Investments,2019,7,True
Mexico,Lending and Investments,2017,0,True
Czechia,Manufacturing,2023,1,True
Sweden,Manufacturing,2022,21,True
Australia,Manufacturing,2020,0,True
South Korea,Manufacturing,2021,5,True
South Korea,Manufacturing,2022,13,True
Netherlands,Manufacturing,2019,0,True
France,Manufacturing,2021,9,True
Ireland,Manufacturing,2022,4,True
Greece,Media and Entertainment,2016,5,True
Greece,Media and Entertainment,2023,0,True
Sweden,Media and Entertainment,2022,3,True
Sweden,Media and Entertainment,2023,1,True
Netherlands,Media and Entertainment,2022,2,True
United Kingdom,"Military, public safety and government",2021,8,True
Poland,"Military, public safety and government",2019,0,True
Poland,"Military, public safety and government",2023,1,True
Egypt,"Mobile, platforms & Internet services",2018,0,True
Ghana,"Mobile, platforms & Internet services",2017,0,True
Switzerland,"Mobile, platforms & Internet services",2022,196,True
Italy,"Mobile, platforms & Internet services",2021,13,True
France,"Mobile, platforms & Internet services",2017,33,True
Denmark,"Mobile, platforms & Internet services",2016,2,True
Denmark,"Mobile, platforms & Internet services",2020,3,True
Australia,"Mobile, platforms & Internet services",2023,54,True
Japan,"Mobile, platforms & Internet services",2019,66,True
Netherlands,"Mobile, platforms & Internet services",2016,7,True
Netherlands,"Mobile, platforms & Internet services",2024,4,True
Malaysia,"Mobile, platforms & Internet services",2018,1,True
Mexico,"Mobile, platforms & Internet services",2015,0,True
Austria,"Mobile, platforms & Internet services",2023,2,True
Norway,"Mobile, platforms & Internet services",2025,0,False
Portugal,NLP,2023,3,True
Canada,NLP,2021,65,True
Canada,NLP,2024,225,True
China (mainland),Navigation and mapping,2023,5,True
Belgium,Navigation and mapping,2018,0,True
Sweden,Navigation and mapping,2017,0,True
United States,Other,2024,3764,True
Cyprus,Other,2021,17,True
China (mainland),Other,2024,101,True
Canada,Other,2015,5,True
Austria,Other,2021,0,True
Austria,Other,2025,3,False
New Zealand,Other,2025,41,False
Portugal,Other,2017,0,True
Germany,Other,2017,29,True
Germany,Other,2021,34,True
South Korea,Other,2020,12,True
Portugal,Privacy and Security,2017,17,True
Canada,Privacy and Security,2015,3,True
Ireland,Privacy and Security,2018,2,True
Italy,Privacy and Security,2024,3,True
Taiwan,Privacy and Security,2016,2,True
Netherlands,Privacy and Security,2016,11,True
Netherlands,Privacy and Security,2022,1,True
Singapore,Privacy and Security,2020,8,True
Poland,Privacy and Security,2024,1,True
United Kingdom,Professional services,2022,141,True
Brazil,Professional services,2020,128,True
Iceland,Professional services,2021,0,True
Argentina,Professional services,2024,1,True
Italy,Professional services,2015,0,True
Estonia,Real estate,2018,1,True
Portugal,Real estate,2025,0,False
Sri Lanka,Real estate,2025,0,False
Sweden,Real estate,2023,0,True
Canada,Real estate,2017,3,True
Hungary,Real estate,2022,0,True
Italy,Real estate,2024,1,True
France,Robotics,2021,1,True
United States,Robotics,2019,1230,True
United States,Robotics,2024,796,True
Israel,Robotics,2015,2,True
Israel,Robotics,2016,1,True
Romania,Robotics,2019,1,True
Czechia,Robotics,2022,1,True
Germany,Robotics,2015,0,True
Japan,Robotics,2016,8,True
China (mainland),Robotics,2025,591,False
Ireland,Robotics,2021,3,True
Argentina,Robotics,2019,1,True
Uruguay,"Sales, retail, commerce, marketing",2017,0,True
Greece,"Sales, retail, commerce, marketing",2015,0,True
Sri Lanka,"Sales, retail, commerce, marketing",2019,1,True
Saudi Arabia,"Sales, retail, commerce, marketing",2018,0,True
Saudi Arabia,"Sales, retail, commerce, marketing",2021,135,True
Kazakhstan,"Sales, retail, commerce, marketing",2022,0,True
Portugal,"Sales, retail, commerce, marketing",2018,3,True
Portugal,"Sales, retail, commerce, marketing",2024,10,True
Finland,"Sales, retail, commerce, marketing",2025,337,False
New Zealand,"Sales, retail, commerce, marketing",2022,0,True
Malaysia,"Sales, retail, commerce, marketing",2021,60,True
Singapore,"Sales, retail, commerce, marketing",2017,90,True
Singapore,"Sales, retail, commerce, marketing",2023,185,True
Mexico,"Sales, retail, commerce, marketing",2017,0,True
Mexico,"Sales, retail, commerce, marketing",2025,1,False
Chile,"Sales, retail, commerce, marketing",2018,0,True
South Africa,"Sales, retail, commerce, marketing",2024,0,True
Netherlands,Semiconductor,2024,14,True
South Korea,Semiconductor,2024,17,True
Germany,Simulation,2016,1,True
Canada,Simulation,2019,0,True
Romania,Software,2023,18,True
North Macedonia,Software,2024,0,True
Egypt,Software,2016,0,True
Egypt,Software,2021,6,True
Uruguay,Software,2021,0,True
Australia,Software,2015,7,True
Portugal,Software,2016,3,True
Chile,Software,2018,7,True
Saudi Arabia,Software,2024,77,True
Hungary,Software,2018,7,True
Cyprus,Software,2021,24,True
Norway,Software,2024,125,True
Spain,Software,2025,1179,False
Denmark,Software,2023,42,True
Georgia,Software,2022,0,True
Austria,Software,2017,7,True
Mongolia,Software,2019,0,True
Germany,Sports,2022,7,True
United States,Sports,2025,67,False
Colombia,Sports,2015,0,True
United Kingdom,Telecommunications,2017,4,True
United States,Telecommunications,2020,128,True
Sweden,Transportation,2018,0,True
Estonia,Transportation,2021,1,True
South Africa,Transportation,2021,0,True
Dominican Republic,Transportation,2023,2,True
Oman,Transportation,2024,3,True
Ukraine,Transportation,2024,1,True
Vietnam,Transportation,2021,0,True
Denmark,Transportation,2023,2,True
Denmark,Transportation,2024,3,True
Saudi Arabia,Transportation,2020,9,True
Belgium,Transportation,2024,5,True
Netherlands,Agriculture,2019,3,True
Italy,Agriculture,2023,2,True
Israel,Agriculture,2024,19,True
Germany,Agriculture,2018,14,True
Chile,Agriculture,2020,0,True
Greece,All,2022,113,True
Ghana,All,2024,30,True
Spain,All,2015,26,True
Colombia,All,2025,2,False
Uganda,All,2020,0,True
Uruguay,All,2025,12,False
Poland,All,2024,46,True
Belarus,All,2022,0,True
United Arab Emirates,All,2015,0,True
Slovakia,All,2015,0,True
Czechia,All,2020,18,True
Japan,All,2015,79,True
Turkey,All,2018,507,True
Bulgaria,All,2024,10,True
Brazil,All,2024,715,True
United Kingdom,All,2021,4454,True
Lebanon,All,2025,0,False
Ireland,Biotechnology,2023,1,True
Italy,Biotechnology,2019,2,True
Italy,Biotechnology,2021,31,True
United States,Biotechnology,2020,585,True
Singapore,Biotechnology,2019,2,True
Netherlands,Biotechnology,2018,1,True
Sweden,Biotechnology,2021,3,True
Cyprus,Biotechnology,2021,2,True
Egypt,Community and Lifestyle,2022,1,True
South Korea,Community and Lifestyle,2019,3,True
Austria,Community and Lifestyle,2016,0,True
Slovakia,Community and Lifestyle,2020,0,True
United Kingdom,Community and Lifestyle,2017,10,True
Luxembourg,Community and Lifestyle,2018,6,True
Canada,Community and Lifestyle,2019,4,True
Canada,Community and Lifestyle,2022,145,True
United Arab Emirates,Community and Lifestyle,2024,6,True
Chile,Community and Lifestyle,2022,8,True
Austria,Computer Vision,2019,0,True
Denmark,Computer Vision,2022,0,True
Portugal,Computer Vision,2017,0,True
France,Consumer goods,2018,27,True
Mexico,Consumer goods,2020,0,True
Japan,Consumer goods,2016,4,True
Switzerland,Consumer goods,2024,22,True
Australia,Consumer goods,2016,0,True
Estonia,Cyber Security,2019,0,True
Estonia,Cyber Security,2020,3,True
Italy,Cyber Security,2023,2,True
Italy,Cyber Security,2025,17,False
United Kingdom,Cyber Security,2025,1,False
Taiwan,Cyber Security,2019,3,True
Italy,Data and analytics,2017,5,True
Egypt,Data and analytics,2018,0,True
Croatia,Data and analytics,2021,1,True
Mexico,Data and analytics,2018,0,True
Romania,Data and analytics,2019,3,True
South Korea,Data and analytics,2021,2136,True
Ghana,Data and analytics,2023,0,True
Uruguay,Data and analytics,2022,3,True
United Kingdom,Data and analytics,2025,4040,False
Saint Kitts and Nevis,Data and analytics,2021,0,True
Turkey,Data and analytics,2016,1,True
Greece,Data and analytics,2019,3,True
Bulgaria,Data and analytics,2016,0,True
Brazil,Data and analytics,2017,7,True
Brazil,Data and analytics,2023,99,True
United States,Data and analytics,2023,32048,True
Cyprus,Data and analytics,2021,22,True
Spain,Education,2024,3,True
Switzerland,Education,2022,5,True
Malta,Education,2020,1,True
Israel,Energy and natural resources,2015,2,True
Turkey,Energy and natural resources,2021,1,True
Switzerland,Energy and natural resources,2020,0,True
Poland,Energy and natural resources,2022,3,True
Belgium,Energy and natural resources,2025,0,False
Germany,Energy and natural resources,2022,39,True
France,Energy and natural resources,2018,15,True
Canada,Energy and natural resources,2016,9,True
United States,Facial Recognition,2024,1,True
Canada,Facial Recognition,2017,0,True
India,Finance,2019,52,True
Brazil,Finance,2020,8,True
Turkey,Finance,2018,0,True
Colombia,Finance,2017,0,True
Japan,Finance,2019,7,True
Portugal,Finance,2019,1,True
Kazakhstan,Finance,2025,0,False
Chile,Finance,2022,0,True
Switzerland,Gaming,2020,0,True
Spain,Gaming,2023,4,True
Japan,Gaming,2019,1,True
Turkey,Gaming,2023,1,True
Norway,Gaming,2024,0,True
United States,Gaming,2017,17,True
United States,Gaming,2023,20,True
Japan,General purpose,2023,134,True
Lebanon,General purpose,2020,0,True
Botswana,General purpose,2021,0,True
United States,General purpose,2021,27873,True
Switzerland,General purpose,2021,179,True
Netherlands,General purpose,2021,194,True
Egypt,General purpose,2016,0,True
Lithuania,General purpose,2023,2,True
Kazakhstan,General purpose,2021,1,True
Austria,General purpose,2016,2,True
Egypt,Hardware,2025,3,False
United Arab Emirates,Hardware,2023,42,True
Japan,Hardware,2017,135,True
Peru,Hardware,2021,0,True
Poland,Hardware,2025,18,False
Norway,Hardware,2022,16,True
Brazil,Hardware,2021,5,True
Estonia,Hardware,2025,22,False
South Korea,Hardware,2020,48,True
Malaysia,Hardware,2017,0,True
Sri Lanka,Hardware,2021,0,True
Australia,Hardware,2020,10,True
South Korea,Healthcare and Life Sciences,2015,0,True
Tunisia,Healthcare and Life Sciences,2022,0,True
Italy,Healthcare and Life Sciences,2024,2,True
Spain,Healthcare and Life Sciences,2019,2,True
Singapore,Healthcare and Life Sciences,2016,0,True
Brazil,Healthcare and Life Sciences,2024,2,True
Germany,Healthcare and Life Sciences,2020,21,True
Lithuania,Healthcare and Life Sciences,2020,0,True
New Zealand,Healthcare and Life Sciences,2016,1,True
Norway,Healthcare and Life Sciences,2023,19,True
Bangladesh,Healthcare and Life Sciences,2023,0,True
Sweden,Healthcare and Life Sciences,2023,32,True
Denmark,Information Technology,2021,28,True
India,Information Technology,2019,170,True
India,Information Technology,2023,2430,True
Ukraine,Information Technology,2019,4,True
France,Information Technology,2022,179,True
Ireland,Information Technology,2023,93,True
Australia,Information Technology,2020,65,True
Argentina,Information Technology,2023,0,True
Iceland,Information Technology,2022,1,True
Colombia,Information Technology,2023,5,True
Egypt,Information Technology,2023,0,True
Nigeria,Information Technology,2022,0,True
Russia,Information Technology,2020,1,True
Saudi Arabia,Information Technology,2019,7,True
Netherlands,Information Technology,2015,30,True
Canada,Information Technology,2025,888,False
Romania,Information Technology,2020,1,True
Thailand,Lending and Investments,2016,0,True
Israel,Lending and Investments,2022,2,True
India,Lending and Investments,2022,7,True
Sweden,Lending and Investments,2022,4,True
Israel,Manufacturing,2025,11,False
Switzerland,Manufacturing,2025,39,False
Luxembourg,Manufacturing,2018,0,True
Poland,Manufacturing,2025,4,False
Ecuador,Manufacturing,2021,0,True
Germany,Manufacturing,2025,1087,False
India,Media and Entertainment,2015,107,True
Canada,Media and Entertainment,2020,4,True
Nigeria,Media and Entertainment,2017,0,True
Nigeria,Media and Entertainment,2024,0,True
Germany,Media and Entertainment,2015,3,True
Netherlands,Media and Entertainment,2025,1,False
South Korea,Media and Entertainment,2016,45,True
Taiwan,Media and Entertainment,2021,2,True
Turkey,Media and Entertainment,2020,0,True
Poland,Media and Entertainment,2022,0,True
United States,"Military, public safety and government",2019,90,True
Italy,"Military, public safety and government",2023,2,True
Switzerland,"Military, public safety and government",2024,4,True
New Zealand,"Mobile, platforms & Internet services",2019,0,True
Singapore,"Mobile, platforms & Internet services",2018,165,True
Singapore,"Mobile, platforms & Internet services",2023,390,True
France,"Mobile, platforms & Internet services",2016,20,True
Thailand,"Mobile, platforms & Internet services",2020,0,True
Saudi Arabia,"Mobile, platforms & Internet services",2017,1,True
Croatia,"Mobile, platforms & Internet services",2024,0,True
Lithuania,"Mobile, platforms & Internet services",2024,1,True
Ireland,"Mobile, platforms & Internet services",2022,5,True
Austria,"Mobile, platforms & Internet services",2016,1,True
