country,field,year,num_patent_applications,complete
Switzerland,Agriculture,2022,2,False
Netherlands,Agriculture,2021,4,False
World Intellectual Property Organization (WIPO),Agriculture,2017,0,True
Japan,Agriculture,2016,17,True
Japan,Agriculture,2022,32,False
Denmark,Agriculture,2021,0,False
Slovakia,Agriculture,2015,0,True
Luxembourg,Agriculture,2018,0,True
Luxembourg,Agriculture,2022,2,False
Slovenia,Agriculture,2016,0,True
Portugal,All,2015,5,True
Russia,All,2018,210,True
Slovakia,All,2020,4,True
Italy,All,2023,4,False
South Korea,All,2015,459,True
Malaysia,All,2019,18,True
France,All,2019,221,True
Norway,All,2020,8,True
European Patent Organization,All,2015,102,True
New Zealand,All,2019,12,True
Cuba,Banking and Finance,2020,0,True
Sweden,Banking and Finance,2018,2,True
World Intellectual Property Organization (WIPO),Banking and Finance,2017,1,True
Romania,Banking and Finance,2018,0,True
Romania,Banking and Finance,2020,0,True
Ukraine,Banking and Finance,2023,0,False
South Africa,Business,2018,1,True
Croatia,Business,2018,0,True
Romania,Business,2016,0,True
Israel,Business,2017,4,True
Russia,Business,2015,10,True
Mexico,Business,2021,15,False
World Intellectual Property Organization (WIPO),Business,2021,163,False
Switzerland,Business,2017,0,True
Austria,Business,2020,2,True
Turkey,Business,2021,4,False
Malaysia,Business,2016,1,True
International Bureau of WIPO,Energy Management,2015,0,True
Netherlands,Energy Management,2016,0,True
Israel,Energy Management,2017,0,True
China (mainland),Energy Management,2017,753,True
Peru,Energy Management,2018,0,True
Argentina,Energy Management,2020,0,True
Philippines,Energy Management,2022,0,False
Portugal,Energy Management,2018,1,True
France,Industry and Manufacturing,2017,2,True
Argentina,Industry and Manufacturing,2022,1,False
South Korea,Industry and Manufacturing,2016,64,True
Lithuania,Industry and Manufacturing,2017,1,True
Greece,Industry and Manufacturing,2020,0,True
Saudi Arabia,Industry and Manufacturing,2022,1,False
Taiwan,Life Sciences,2022,67,False
Croatia,Life Sciences,2019,0,True
Greece,Life Sciences,2017,1,True
Latvia,Life Sciences,2020,0,True
United Kingdom,Life Sciences,2017,45,True
Spain,Life Sciences,2018,33,True
European Patent Organization,Life Sciences,2022,438,False
Ireland,Life Sciences,2018,0,True
Poland,Life Sciences,2017,4,True
Russia,Life Sciences,2018,21,True
Australia,Life Sciences,2022,230,False
Hungary,Personal Devices and Computing,2017,6,True
Malaysia,Personal Devices and Computing,2020,4,True
Denmark,Personal Devices and Computing,2016,2,True
Taiwan,Personal Devices and Computing,2017,68,True
Argentina,Personal Devices and Computing,2019,0,True
Argentina,Personal Devices and Computing,2022,2,False
Norway,Personal Devices and Computing,2018,2,True
Russia,Personal Devices and Computing,2017,85,True
Brazil,Personal Devices and Computing,2022,4,False
Lithuania,Physical Sciences and Engineering,2015,0,True
Mexico,Physical Sciences and Engineering,2020,12,True
Italy,Physical Sciences and Engineering,2023,0,False
Serbia,Physical Sciences and Engineering,2023,0,False
Turkey,Physical Sciences and Engineering,2015,0,True
Czechia,Physical Sciences and Engineering,2018,0,True
United Kingdom,Physical Sciences and Engineering,2020,19,True
Brazil,Physical Sciences and Engineering,2017,9,True
Chile,Physical Sciences and Engineering,2017,0,True
Chile,Physical Sciences and Engineering,2023,0,False
European Patent Organization,Physical Sciences and Engineering,2016,4,True
European Patent Organization,Physical Sciences and Engineering,2017,6,True
Australia,Physical Sciences and Engineering,2017,16,True
International Bureau of WIPO,Physical Sciences and Engineering,2017,1,True
Finland,Physical Sciences and Engineering,2015,0,True
International Bureau of WIPO,Security,2015,0,True
World Intellectual Property Organization (WIPO),Security,2019,33,True
Norway,Security,2020,2,True
Ireland,Security,2022,0,False
Chile,Security,2015,0,True
Sweden,Security,2015,0,True
Sweden,Security,2024,0,False
Slovakia,Security,2021,0,False
Luxembourg,Telecommunications,2023,7,False
Morocco,Telecommunications,2016,0,True
Uruguay,Telecommunications,2020,0,True
Peru,Telecommunications,2015,0,True
Peru,Telecommunications,2017,0,True
South Africa,Telecommunications,2017,0,True
Ireland,Telecommunications,2021,0,False
Austria,Telecommunications,2022,2,False
China (mainland),Telecommunications,2023,9437,False
Switzerland,Telecommunications,2020,0,True
Germany,Telecommunications,2021,121,False
Jordan,Transportation,2017,0,True
Latvia,Transportation,2017,0,True
Argentina,Transportation,2019,1,True
Argentina,Transportation,2022,0,False
Russia,Transportation,2015,17,True
Germany,Transportation,2019,199,True
Portugal,Transportation,2019,0,True
Spain,Transportation,2015,6,True
Eurasian Patent Organization,Transportation,2015,0,True
Australia,Agriculture,2022,13,False
Ukraine,Agriculture,2023,0,False
Bulgaria,Agriculture,2019,0,True
Germany,Agriculture,2024,1,False
Sweden,Agriculture,2015,1,True
Portugal,All,2019,6,True
Chile,All,2017,1,True
Bulgaria,All,2017,3,True
Poland,All,2020,19,True
Serbia,All,2021,6,False
Eurasian Patent Organization,All,2015,2,True
Australia,All,2023,29,False
Sweden,All,2018,31,True
Sweden,All,2019,16,True
Norway,All,2022,6,False
Finland,All,2022,25,False
South Africa,Banking and Finance,2021,0,False
Canada,Banking and Finance,2017,28,True
International Bureau of WIPO,Banking and Finance,2017,0,True
Spain,Banking and Finance,2022,0,False
Chile,Banking and Finance,2024,0,False
Malaysia,Banking and Finance,2018,3,True
Romania,Banking and Finance,2017,0,True
Philippines,Business,2020,5,True
Finland,Business,2016,0,True
Australia,Business,2021,155,False
Peru,Business,2022,2,False
Denmark,Business,2019,1,True
United States,Business,2020,1941,True
United States,Business,2023,65,False
Eurasian Patent Organization,Business,2016,0,True
Eurasian Patent Organization,Business,2017,0,True
Japan,Business,2024,0,False
Sweden,Business,2017,1,True
Sweden,Business,2020,2,True
Taiwan,Business,2019,14,True
Turkey,Business,2022,5,False
Australia,Energy Management,2020,27,True
Spain,Energy Management,2019,8,True
Russia,Energy Management,2016,3,True
Chile,Energy Management,2015,0,True
Brazil,Energy Management,2015,3,True
Malaysia,Energy Management,2017,1,True
Switzerland,Energy Management,2022,0,False
Portugal,Energy Management,2019,0,True
Argentina,Industry and Manufacturing,2016,0,True
Italy,Industry and Manufacturing,2021,8,False
Italy,Industry and Manufacturing,2022,5,False
Morocco,Industry and Manufacturing,2020,0,True
Japan,Industry and Manufacturing,2017,209,True
San Marino,Industry and Manufacturing,2018,0,True
Spain,Industry and Manufacturing,2018,16,True
Belgium,Industry and Manufacturing,2017,0,True
Australia,Industry and Manufacturing,2022,25,False
Singapore,Industry and Manufacturing,2016,2,True
Austria,Industry and Manufacturing,2022,1,False
Croatia,Industry and Manufacturing,2015,0,True
Uruguay,Industry and Manufacturing,2017,1,True
China (mainland),Life Sciences,2020,4500,True
Serbia,Life Sciences,2019,0,True
Serbia,Life Sciences,2024,0,False
India,Life Sciences,2021,1,False
South Africa,Life Sciences,2018,0,True
Malaysia,Life Sciences,2020,2,True
European Patent Organization,Life Sciences,2024,1,False
Poland,Life Sciences,2019,6,True
Hungary,Personal Devices and Computing,2015,3,True
Slovakia,Personal Devices and Computing,2024,0,False
Slovenia,Personal Devices and Computing,2015,2,True
Taiwan,Personal Devices and Computing,2015,13,True
European Patent Organization,Personal Devices and Computing,2022,426,False
Chile,Personal Devices and Computing,2019,0,True
Belgium,Personal Devices and Computing,2023,1,False
Netherlands,Personal Devices and Computing,2023,1,False
Argentina,Personal Devices and Computing,2017,0,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2023,26,False
International Bureau of WIPO,Personal Devices and Computing,2017,8,True
South Africa,Personal Devices and Computing,2016,1,True
Croatia,Personal Devices and Computing,2015,1,True
Turkey,Physical Sciences and Engineering,2018,0,True
Japan,Physical Sciences and Engineering,2019,154,True
Singapore,Physical Sciences and Engineering,2020,0,True
Spain,Security,2021,4,False
Morocco,Security,2017,0,True
Romania,Security,2019,0,True
Portugal,Security,2017,0,True
Denmark,Security,2019,1,True
Bulgaria,Security,2018,0,True
Singapore,Security,2016,7,True
Canada,Security,2015,8,True
Chile,Security,2024,0,False
Austria,Security,2019,0,True
Slovakia,Security,2023,0,False
Argentina,Telecommunications,2019,1,True
Chile,Telecommunications,2015,2,True
Australia,Telecommunications,2016,56,True
Israel,Telecommunications,2023,1,False
China (mainland),Telecommunications,2022,8161,False
Switzerland,Telecommunications,2018,2,True
Singapore,Telecommunications,2015,6,True
New Zealand,Telecommunications,2021,1,False
Denmark,Telecommunications,2021,4,False
Germany,Telecommunications,2016,31,True
Serbia,Telecommunications,2019,0,True
France,Telecommunications,2018,27,True
Canada,Transportation,2022,4,False
Serbia,Transportation,2017,1,True
European Patent Organization,Transportation,2016,17,True
European Patent Organization,Transportation,2019,74,True
Germany,Transportation,2020,190,True
Portugal,Transportation,2021,0,False
Peru,Transportation,2015,0,True
San Marino,Transportation,2018,0,True
Croatia,Transportation,2019,0,True
Malaysia,Transportation,2022,0,False
Colombia,Agriculture,2019,0,True
Israel,Agriculture,2016,0,True
Poland,Agriculture,2016,0,True
Ukraine,Agriculture,2021,0,False
Portugal,Agriculture,2021,0,False
Bulgaria,Agriculture,2022,0,False
Peru,Agriculture,2016,0,True
United States,Agriculture,2021,126,False
Japan,Agriculture,2021,49,False
Denmark,Agriculture,2015,0,True
South Korea,Agriculture,2017,38,True
China (mainland),All,2020,66279,True
Eurasian Patent Organization,All,2019,4,True
Australia,All,2022,500,False
Israel,All,2017,21,True
Israel,All,2021,26,False
Belgium,All,2019,2,True
Turkey,All,2017,11,True
European Patent Organization,All,2023,59,False
Moldova,All,2021,1,False
International Bureau of WIPO,Banking and Finance,2018,1,True
Turkey,Banking and Finance,2016,1,True
Turkey,Banking and Finance,2022,4,False
United States,Banking and Finance,2015,173,True
Portugal,Banking and Finance,2018,0,True
Finland,Banking and Finance,2016,0,True
Spain,Banking and Finance,2024,0,False
Panama,Banking and Finance,2016,0,True
China (mainland),Banking and Finance,2025,0,False
Peru,Banking and Finance,2019,0,True
Tunisia,Banking and Finance,2022,0,False
Eurasian Patent Organization,Banking and Finance,2016,1,True
Colombia,Business,2023,0,False
United Kingdom,Business,2015,15,True
Morocco,Business,2015,1,True
Mexico,Business,2023,0,False
Japan,Business,2022,186,False
Tunisia,Energy Management,2021,0,False
Norway,Energy Management,2016,0,True
South Africa,Energy Management,2019,1,True
South Africa,Energy Management,2020,0,True
India,Energy Management,2016,2,True
Belgium,Energy Management,2020,1,True
Finland,Energy Management,2015,0,True
Serbia,Energy Management,2018,0,True
Japan,Energy Management,2024,0,False
France,Energy Management,2018,5,True
Germany,Industry and Manufacturing,2018,59,True
Portugal,Industry and Manufacturing,2017,1,True
United States,Industry and Manufacturing,2017,362,True
United States,Industry and Manufacturing,2021,387,False
Japan,Industry and Manufacturing,2018,284,True
India,Industry and Manufacturing,2018,14,True
India,Industry and Manufacturing,2022,0,False
Malaysia,Industry and Manufacturing,2015,2,True
Eurasian Patent Organization,Industry and Manufacturing,2017,1,True
Luxembourg,Industry and Manufacturing,2020,3,True
Mexico,Life Sciences,2021,44,False
Hungary,Life Sciences,2015,7,True
Hungary,Life Sciences,2016,0,True
Slovakia,Life Sciences,2024,0,False
Austria,Life Sciences,2016,3,True
Austria,Life Sciences,2019,0,True
Portugal,Life Sciences,2017,4,True
Romania,Life Sciences,2021,0,False
United Kingdom,Life Sciences,2021,76,False
European Patent Organization,Life Sciences,2020,221,True
Poland,Life Sciences,2022,1,False
Brazil,Life Sciences,2015,11,True
Australia,Life Sciences,2020,305,True
Turkey,Personal Devices and Computing,2018,6,True
Indonesia,Personal Devices and Computing,2016,2,True
Japan,Personal Devices and Computing,2016,496,True
Japan,Personal Devices and Computing,2022,646,False
Argentina,Personal Devices and Computing,2016,0,True
Ukraine,Personal Devices and Computing,2019,0,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2021,45,False
Switzerland,Physical Sciences and Engineering,2021,1,False
Israel,Physical Sciences and Engineering,2021,1,False
Slovakia,Physical Sciences and Engineering,2024,0,False
Norway,Physical Sciences and Engineering,2021,1,False
Serbia,Physical Sciences and Engineering,2015,0,True
Ukraine,Physical Sciences and Engineering,2022,0,False
Philippines,Physical Sciences and Engineering,2020,2,True
Costa Rica,Physical Sciences and Engineering,2019,0,True
Colombia,Security,2024,0,False
Australia,Security,2023,0,False
South Korea,Security,2019,468,True
Mexico,Security,2023,0,False
Netherlands,Security,2024,0,False
Brazil,Security,2021,4,False
Austria,Security,2016,1,True
Hungary,Security,2015,0,True
Argentina,Telecommunications,2016,0,True
Poland,Telecommunications,2016,3,True
Bulgaria,Telecommunications,2018,0,True
Peru,Telecommunications,2018,0,True
Slovenia,Telecommunications,2022,0,False
South Africa,Telecommunications,2022,0,False
Greece,Telecommunications,2017,0,True
China (mainland),Telecommunications,2021,6805,False
World Intellectual Property Organization (WIPO),Telecommunications,2017,8,True
World Intellectual Property Organization (WIPO),Telecommunications,2022,415,False
France,Telecommunications,2019,49,True
Mexico,Transportation,2019,6,True
Lithuania,Transportation,2018,0,True
United Kingdom,Transportation,2023,31,False
Japan,Transportation,2018,430,True
Bulgaria,Transportation,2021,0,False
Norway,Transportation,2021,0,False
China (mainland),Transportation,2018,1098,True
Philippines,Transportation,2015,0,True
Philippines,Transportation,2019,1,True
Greece,Transportation,2023,0,False
Australia,Transportation,2023,1,False
South Africa,Transportation,2021,0,False
Malaysia,Transportation,2019,0,True
Colombia,Agriculture,2017,0,True
Colombia,Agriculture,2022,0,False
United Kingdom,Agriculture,2019,7,True
Tunisia,Agriculture,2020,0,True
Moldova,Agriculture,2021,0,False
Spain,Agriculture,2018,7,True
China (mainland),Agriculture,2015,24,True
Peru,Agriculture,2018,0,True
United States,Agriculture,2015,45,True
San Marino,Agriculture,2015,0,True
Slovenia,Agriculture,2018,1,True
Peru,All,2020,13,True
Malaysia,All,2021,5,False
Sweden,All,2020,26,True
Netherlands,All,2018,13,True
Turkey,All,2022,22,False
Luxembourg,All,2019,10,True
Italy,Banking and Finance,2017,0,True
Russia,Banking and Finance,2020,6,True
Canada,Banking and Finance,2018,47,True
Mexico,Banking and Finance,2017,1,True
Portugal,Banking and Finance,2021,0,False
Romania,Banking and Finance,2022,0,False
Germany,Banking and Finance,2015,3,True
Peru,Business,2019,0,True
Israel,Business,2019,3,True
Israel,Business,2022,0,False
Denmark,Business,2017,0,True
United States,Business,2015,664,True
United Kingdom,Business,2021,33,False
Mexico,Business,2019,18,True
Brazil,Business,2020,17,True
Morocco,Energy Management,2019,1,True
Singapore,Energy Management,2021,0,False
Romania,Energy Management,2020,0,True
United Kingdom,Energy Management,2017,9,True
South Korea,Energy Management,2019,391,True
Mexico,Energy Management,2021,2,False
France,Energy Management,2017,5,True
Colombia,Industry and Manufacturing,2017,0,True
Ireland,Industry and Manufacturing,2021,0,False
Denmark,Industry and Manufacturing,2018,2,True
Denmark,Industry and Manufacturing,2020,1,True
Serbia,Industry and Manufacturing,2024,0,False
India,Industry and Manufacturing,2017,9,True
Malaysia,Industry and Manufacturing,2017,1,True
Norway,Industry and Manufacturing,2021,1,False
Taiwan,Industry and Manufacturing,2017,14,True
Israel,Industry and Manufacturing,2021,1,False
Turkey,Industry and Manufacturing,2020,4,True
Hungary,Industry and Manufacturing,2023,0,False
Ukraine,Life Sciences,2016,0,True
India,Life Sciences,2017,34,True
Turkey,Life Sciences,2017,2,True
Canada,Life Sciences,2022,23,False
Canada,Life Sciences,2024,0,False
Portugal,Life Sciences,2019,2,True
Lithuania,Life Sciences,2018,5,True
Lithuania,Life Sciences,2019,1,True
Tunisia,Life Sciences,2020,0,True
Spain,Life Sciences,2015,17,True
Ireland,Life Sciences,2022,0,False
World Intellectual Property Organization (WIPO),Life Sciences,2020,181,True
Italy,Personal Devices and Computing,2019,14,True
Malaysia,Personal Devices and Computing,2015,3,True
Colombia,Personal Devices and Computing,2024,0,False
Canada,Personal Devices and Computing,2016,162,True
Israel,Personal Devices and Computing,2016,3,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2016,3,True
Czechia,Personal Devices and Computing,2022,0,False
Romania,Personal Devices and Computing,2019,0,True
Peru,Personal Devices and Computing,2016,0,True
Luxembourg,Physical Sciences and Engineering,2016,0,True
Poland,Physical Sciences and Engineering,2022,0,False
Brazil,Physical Sciences and Engineering,2022,3,False
Chile,Physical Sciences and Engineering,2021,0,False
Hungary,Physical Sciences and Engineering,2016,2,True
Bulgaria,Physical Sciences and Engineering,2020,0,True
Australia,Security,2015,8,True
International Bureau of WIPO,Security,2017,0,True
India,Security,2018,20,True
South Korea,Security,2021,578,False
World Intellectual Property Organization (WIPO),Security,2024,0,False
Tunisia,Security,2021,1,False
San Marino,Security,2015,0,True
Netherlands,Security,2019,1,True
Taiwan,Security,2024,0,False
Saudi Arabia,Security,2022,0,False
Bulgaria,Security,2023,0,False
Peru,Security,2022,0,False
Austria,Security,2023,0,False
Argentina,Security,2022,0,False
Morocco,Telecommunications,2015,1,True
Croatia,Telecommunications,2022,0,False
Chile,Telecommunications,2021,1,False
South Korea,Telecommunications,2022,1805,False
Japan,Telecommunications,2020,502,True
Greece,Telecommunications,2015,0,True
Norway,Telecommunications,2019,1,True
Denmark,Telecommunications,2015,5,True
Azerbaijan,Telecommunications,2018,0,True
Philippines,Telecommunications,2018,1,True
Philippines,Telecommunications,2020,5,True
Costa Rica,Transportation,2020,0,True
Chile,Transportation,2019,0,True
Germany,Transportation,2022,189,False
Tunisia,Transportation,2020,0,True
Colombia,Agriculture,2021,0,False
New Zealand,Agriculture,2017,3,True
Belgium,Agriculture,2018,2,True
European Patent Organization,Agriculture,2016,6,True
Indonesia,Agriculture,2016,0,True
Germany,Agriculture,2017,5,True
India,Agriculture,2019,0,True
Denmark,Agriculture,2020,1,True
Hungary,Agriculture,2017,1,True
United Kingdom,All,2019,423,True
World Intellectual Property Organization (WIPO),All,2019,732,True
South Korea,All,2016,1163,True
Austria,All,2018,12,True
Austria,All,2022,9,False
San Marino,All,2018,2,True
Denmark,All,2022,6,False
Hungary,All,2017,10,True
Switzerland,All,2022,6,False
Japan,All,2020,4278,True
Japan,All,2021,4258,False
Turkey,Banking and Finance,2020,8,True
Mexico,Banking and Finance,2019,9,True
Sri Lanka,Banking and Finance,2016,0,True
New Zealand,Banking and Finance,2017,2,True
Croatia,Business,2019,0,True
Netherlands,Business,2024,2,False
Finland,Business,2023,0,False
New Zealand,Business,2016,0,True
Peru,Business,2018,0,True
Singapore,Business,2021,1,False
Morocco,Business,2019,2,True
Eurasian Patent Organization,Business,2015,0,True
Portugal,Business,2018,0,True
Taiwan,Business,2015,3,True
Slovakia,Business,2024,0,False
Norway,Energy Management,2017,0,True
United States,Energy Management,2022,162,False
Morocco,Energy Management,2017,0,True
Malaysia,Energy Management,2015,0,True
Portugal,Energy Management,2022,0,False
Mexico,Energy Management,2019,4,True
France,Energy Management,2019,6,True
Romania,Industry and Manufacturing,2019,0,True
Italy,Industry and Manufacturing,2018,6,True
Canada,Industry and Manufacturing,2023,0,False
Eurasian Patent Organization,Industry and Manufacturing,2019,1,True
Greece,Industry and Manufacturing,2016,0,True
United Kingdom,Industry and Manufacturing,2022,24,False
Australia,Industry and Manufacturing,2017,20,True
Saudi Arabia,Industry and Manufacturing,2021,0,False
South Korea,Life Sciences,2024,5,False
Serbia,Life Sciences,2020,1,True
India,Life Sciences,2020,3,True
Turkey,Life Sciences,2022,6,False
Peru,Life Sciences,2016,0,True
Israel,Life Sciences,2018,5,True
Morocco,Life Sciences,2018,2,True
Germany,Life Sciences,2022,120,False
Finland,Life Sciences,2018,12,True
Chile,Life Sciences,2018,0,True
Poland,Life Sciences,2016,7,True
New Zealand,Life Sciences,2021,0,False
Japan,Life Sciences,2020,751,True
Bulgaria,Life Sciences,2015,0,True
Slovakia,Personal Devices and Computing,2020,0,True
United States,Personal Devices and Computing,2022,2522,False
European Patent Organization,Personal Devices and Computing,2024,1,False
France,Personal Devices and Computing,2018,80,True
Israel,Personal Devices and Computing,2019,9,True
Israel,Personal Devices and Computing,2022,13,False
India,Personal Devices and Computing,2021,1,False
Morocco,Personal Devices and Computing,2020,1,True
Czechia,Personal Devices and Computing,2020,1,True
Brazil,Personal Devices and Computing,2020,42,True
Peru,Personal Devices and Computing,2022,1,False
Poland,Personal Devices and Computing,2015,6,True
Luxembourg,Physical Sciences and Engineering,2021,2,False
China (mainland),Physical Sciences and Engineering,2017,333,True
Colombia,Physical Sciences and Engineering,2017,1,True
Colombia,Physical Sciences and Engineering,2022,1,False
San Marino,Physical Sciences and Engineering,2015,0,True
Tunisia,Physical Sciences and Engineering,2020,0,True
Philippines,Physical Sciences and Engineering,2022,0,False
Australia,Physical Sciences and Engineering,2021,89,False
Finland,Physical Sciences and Engineering,2016,1,True
Australia,Security,2016,24,True
India,Security,2020,3,True
Malaysia,Security,2015,0,True
Slovenia,Security,2016,0,True
Norway,Security,2017,0,True
France,Security,2015,2,True
Japan,Security,2021,105,False
Canada,Security,2018,54,True
Chile,Security,2023,0,False
Sweden,Security,2022,5,False
Germany,Security,2018,30,True
Sweden,Telecommunications,2016,3,True
Sweden,Telecommunications,2020,8,True
Poland,Telecommunications,2019,13,True
Costa Rica,Telecommunications,2020,0,True
Japan,Telecommunications,2019,487,True
Norway,Telecommunications,2020,1,True
Austria,Telecommunications,2020,0,True
Austria,Telecommunications,2021,2,False
Switzerland,Telecommunications,2022,0,False
Brazil,Telecommunications,2020,25,True
Panama,Telecommunications,2016,0,True
Jordan,Transportation,2021,0,False
Finland,Transportation,2023,0,False
Serbia,Transportation,2018,1,True
Panama,Transportation,2016,0,True
Slovenia,Transportation,2016,0,True
Norway,Transportation,2020,1,True
European Patent Organization,Transportation,2015,22,True
European Patent Organization,Transportation,2020,70,True
Belgium,Transportation,2017,2,True
Austria,Transportation,2020,3,True
Denmark,Transportation,2015,3,True
Denmark,Transportation,2016,3,True
Netherlands,Transportation,2024,0,False
Canada,Agriculture,2019,32,True
Serbia,Agriculture,2015,0,True
Romania,Agriculture,2016,0,True
Philippines,Agriculture,2018,0,True
Ukraine,Agriculture,2019,0,True
Argentina,Agriculture,2022,2,False
Portugal,Agriculture,2018,1,True
Bulgaria,Agriculture,2015,0,True
China (mainland),Agriculture,2020,747,True
Saudi Arabia,Agriculture,2018,1,True
Mexico,Agriculture,2022,0,False
Mexico,All,2015,35,True
Mexico,All,2019,104,True
Chile,All,2021,1,False
Sri Lanka,All,2016,1,True
Slovenia,All,2022,1,False
China (mainland),All,2022,98448,False
Ukraine,All,2019,2,True
Belgium,All,2021,8,False
Brazil,All,2020,155,True
Norway,All,2017,2,True
Moldova,Banking and Finance,2021,0,False
Australia,Banking and Finance,2018,30,True
European Patent Organization,Banking and Finance,2016,4,True
Philippines,Banking and Finance,2015,4,True
Luxembourg,Banking and Finance,2017,0,True
Luxembourg,Banking and Finance,2021,0,False
South Korea,Banking and Finance,2021,280,False
Bulgaria,Banking and Finance,2021,0,False
Bulgaria,Banking and Finance,2023,0,False
Norway,Banking and Finance,2021,0,False
Netherlands,Banking and Finance,2022,1,False
China (mainland),Banking and Finance,2020,1699,True
China (mainland),Banking and Finance,2023,2861,False
Brazil,Banking and Finance,2017,3,True
Denmark,Banking and Finance,2021,0,False
Czechia,Banking and Finance,2022,0,False
Switzerland,Banking and Finance,2017,0,True
Switzerland,Banking and Finance,2018,0,True
Ukraine,Business,2016,0,True
Morocco,Business,2016,0,True
India,Business,2020,0,True
Japan,Business,2021,244,False
Sweden,Business,2021,2,False
Portugal,Business,2016,2,True
Turkey,Business,2015,0,True
Uruguay,Business,2020,0,True
Russia,Energy Management,2015,2,True
Ireland,Energy Management,2018,0,True
Israel,Energy Management,2019,0,True
World Intellectual Property Organization (WIPO),Energy Management,2015,0,True
Japan,Energy Management,2020,117,True
Netherlands,Industry and Manufacturing,2020,2,True
Canada,Industry and Manufacturing,2016,23,True
Eurasian Patent Organization,Industry and Manufacturing,2018,0,True
Czechia,Industry and Manufacturing,2019,0,True
Peru,Industry and Manufacturing,2023,0,False
Singapore,Life Sciences,2021,0,False
Mexico,Life Sciences,2015,6,True
Mexico,Life Sciences,2017,19,True
Turkey,Life Sciences,2020,12,True
Germany,Life Sciences,2015,27,True
Finland,Life Sciences,2016,4,True
Poland,Life Sciences,2020,7,True
Denmark,Life Sciences,2019,9,True
Italy,Personal Devices and Computing,2023,1,False
South Korea,Personal Devices and Computing,2015,130,True
Canada,Personal Devices and Computing,2022,36,False
Finland,Personal Devices and Computing,2023,1,False
Portugal,Personal Devices and Computing,2015,1,True
France,Personal Devices and Computing,2023,3,False
Australia,Personal Devices and Computing,2020,326,True
Sweden,Personal Devices and Computing,2016,4,True
Canada,Physical Sciences and Engineering,2015,23,True
South Korea,Physical Sciences and Engineering,2015,10,True
Jordan,Physical Sciences and Engineering,2019,0,True
Switzerland,Physical Sciences and Engineering,2019,0,True
Uruguay,Physical Sciences and Engineering,2020,0,True
Italy,Physical Sciences and Engineering,2020,0,True
Netherlands,Physical Sciences and Engineering,2019,0,True
Malaysia,Physical Sciences and Engineering,2018,1,True
Tunisia,Physical Sciences and Engineering,2022,0,False
France,Physical Sciences and Engineering,2023,0,False
South Africa,Physical Sciences and Engineering,2021,0,False
Denmark,Physical Sciences and Engineering,2018,2,True
Australia,Security,2018,39,True
World Intellectual Property Organization (WIPO),Security,2021,54,False
United States,Security,2018,1013,True
United States,Security,2024,2,False
South Africa,Security,2018,0,True
Denmark,Security,2020,2,True
Hungary,Security,2022,2,False
European Patent Organization,Telecommunications,2024,1,False
Poland,Telecommunications,2015,2,True
Bulgaria,Telecommunications,2015,0,True
Hungary,Telecommunications,2022,1,False
South Africa,Telecommunications,2020,0,True
Malaysia,Telecommunications,2021,0,False
Germany,Telecommunications,2022,128,False
Germany,Telecommunications,2024,1,False
Spain,Telecommunications,2015,7,True
Canada,Transportation,2017,51,True
United Kingdom,Transportation,2016,27,True
Morocco,Transportation,2020,0,True
Peru,Transportation,2021,0,False
Australia,Transportation,2016,19,True
Malaysia,Transportation,2020,0,True
Norway,Agriculture,2023,0,False
Australia,Agriculture,2019,26,True
Croatia,Agriculture,2015,0,True
Canada,Agriculture,2018,35,True
China (mainland),Agriculture,2017,205,True
United States,Agriculture,2017,126,True
United States,Agriculture,2022,89,False
India,Agriculture,2017,0,True
Hungary,Agriculture,2016,0,True
Luxembourg,Agriculture,2016,0,True
Thailand,Agriculture,2017,0,True
Lithuania,Agriculture,2019,0,True
Singapore,All,2020,52,True
Uruguay,All,2017,1,True
Uruguay,All,2022,1,False
Spain,All,2024,3,False
Poland,All,2016,19,True
Morocco,All,2019,7,True
South Korea,All,2023,1317,False
Colombia,All,2023,1,False
Belgium,All,2016,2,True
France,All,2018,184,True
Ireland,All,2022,1,False
Germany,All,2018,643,True
Croatia,All,2015,2,True
Luxembourg,All,2023,75,False
European Patent Organization,Banking and Finance,2021,30,False
Luxembourg,Banking and Finance,2022,1,False
Belgium,Banking and Finance,2021,0,False
Austria,Banking and Finance,2021,1,False
Malaysia,Banking and Finance,2019,1,True
Romania,Banking and Finance,2021,0,False
Ukraine,Banking and Finance,2017,0,True
Ukraine,Banking and Finance,2018,0,True
India,Banking and Finance,2017,14,True
New Zealand,Banking and Finance,2019,0,True
Lithuania,Business,2018,0,True
Costa Rica,Business,2020,0,True
Greece,Business,2019,0,True
Luxembourg,Business,2020,2,True
Luxembourg,Business,2024,2,False
Peru,Business,2023,0,False
France,Business,2015,1,True
European Patent Organization,Business,2015,15,True
European Patent Organization,Business,2022,84,False
Mexico,Business,2015,4,True
Germany,Business,2021,36,False
Norway,Energy Management,2021,1,False
Eurasian Patent Organization,Energy Management,2017,0,True
Spain,Energy Management,2015,3,True
New Zealand,Energy Management,2019,0,True
Panama,Energy Management,2016,0,True
China (mainland),Energy Management,2022,6049,False
San Marino,Energy Management,2018,0,True
Switzerland,Energy Management,2021,0,False
United Kingdom,Energy Management,2018,10,True
